SN1: c:0.41733572605 t0:58456.8830097 x0:0.000553036807462 x1:0.297002090282 z:0.0811653150011 
SN751: c:-0.332452900615 t0:58461.3282913 x0:0.0028101038502 x1:0.395856351132 z:0.0371630171101 
SN752: c:-0.0440063068651 t0:58339.479909 x0:0.000288539306808 x1:3.44394137979 z:0.110114956442 
SN753: c:0.606129394983 t0:58359.9622726 x0:0.00943463958463 x1:0.411959369067 z:0.0205310990223 
SN754: c:-0.0395292547036 t0:58606.1250022 x0:0.00184214478676 x1:0.410014695819 z:0.0456183022848 
SN755: c:0.283863911345 t0:58431.2824058 x0:0.00235377007199 x1:-4.09886366922 z:0.0405071515874 
SN756: c:-0.180332522385 t0:58382.6163933 x0:0.000466734278323 x1:1.94367289167 z:0.0879306787102 
SN757: c:-0.27189029181 t0:58615.6213268 x0:0.00350814128852 x1:-3.05636159774 z:0.0333535803097 
SN758: c:-0.658600078789 t0:58418.6946027 x0:0.000281704005677 x1:-3.54301596021 z:0.111347771565 
SN759: c:0.139486171857 t0:58649.7619539 x0:0.00538108497374 x1:2.70743690584 z:0.0270552853487 
SN760: c:-0.0514784383504 t0:58650.5124748 x0:0.000558807671676 x1:-4.95160078632 z:0.0807678228672 
SN761: c:-0.540705881739 t0:58549.776442 x0:0.000439767973678 x1:0.974400609442 z:0.0904276308833 
SN762: c:-0.171346663641 t0:58577.9527428 x0:0.000219926641849 x1:-3.04904756219 z:0.124852763405 
SN763: c:0.482177121148 t0:58574.8338959 x0:0.000385540581269 x1:4.2573461993 z:0.096188715766 
SN764: c:-0.0355433971258 t0:58473.5941169 x0:0.00106531955355 x1:-6.33212432839 z:0.0593941850491 
SN765: c:0.131532770298 t0:58555.6833164 x0:0.000211424849314 x1:2.68344749247 z:0.127138971275 
SN766: c:-0.24192804239 t0:58380.6337757 x0:0.00153584023152 x1:2.68598783814 z:0.0498092565365 
SN767: c:-0.10682815592 t0:58608.4901115 x0:0.000222788050241 x1:0.868569615166 z:0.12411148363 
SN768: c:0.474408762415 t0:58314.6337047 x0:0.000398120305066 x1:-1.86181516679 z:0.0947520664895 
SN769: c:-0.264150812236 t0:58576.1018558 x0:0.000313115284725 x1:-3.33561177866 z:0.106006968176 
SN770: c:0.161202450101 t0:58429.3855013 x0:0.00138047849934 x1:-6.00071449485 z:0.0524377112293 
SN771: c:-0.219100047926 t0:58330.5075143 x0:0.000259756080496 x1:0.714545867854 z:0.115615022002 
SN772: c:-0.0375878678502 t0:58555.164553 x0:0.000961232919387 x1:3.29183516809 z:0.0623929416038 
SN773: c:0.276960074807 t0:58322.9947151 x0:0.000200443293513 x1:1.119573909 z:0.13029381824 
SN774: c:0.0611052194448 t0:58408.9930172 x0:0.0492343068939 x1:-1.42835384964 z:0.0090643139058 
SN775: c:-0.21353653062 t0:58421.2321773 x0:0.000493728425914 x1:0.623691980756 z:0.0856316457411 
SN776: c:-0.175779330716 t0:58440.3060392 x0:0.00609271119093 x1:-3.2603144538 z:0.0254561407594 
SN777: c:-0.299286931944 t0:58331.4780798 x0:0.00051692576769 x1:1.19759734762 z:0.0837965769958 
SN778: c:-0.176349196679 t0:58564.8268964 x0:0.000287276253716 x1:-4.31033086071 z:0.110339588182 
SN779: c:0.0546738130316 t0:58467.1563784 x0:0.000652501981846 x1:-2.82774093689 z:0.0750479561743 
SN780: c:-0.0611701250245 t0:58538.3954873 x0:0.000654142467884 x1:5.53129303096 z:0.0749585513005 
SN781: c:-0.275578815869 t0:58467.6678572 x0:0.000351615668087 x1:4.25020955093 z:0.100424595586 
SN782: c:-0.0924350347741 t0:58601.7010965 x0:0.000428374453757 x1:3.14081284134 z:0.0915501181718 
SN783: c:0.101690803233 t0:58589.8642746 x0:0.000147586560162 x1:-4.14498397507 z:0.1498421796 
SN784: c:0.0270842858723 t0:58539.5721948 x0:0.000411736847707 x1:1.03474370434 z:0.0932689829948 
SN785: c:0.0972524753573 t0:58421.0158157 x0:0.000737364075639 x1:2.60681116861 z:0.0708104671267 
SN786: c:0.264793618556 t0:58615.6144657 x0:0.000915077531073 x1:-1.10572036949 z:0.0638790799544 
SN787: c:0.579542837458 t0:58327.0242202 x0:0.00157148449718 x1:0.952043072729 z:0.0492606699813 
SN788: c:-0.351675098199 t0:58615.8378924 x0:0.00512898417156 x1:-1.15235871149 z:0.0276991138485 
SN789: c:-0.458768026399 t0:58517.7193673 x0:0.00105383325614 x1:4.71338084259 z:0.0597037231187 
SN790: c:0.309298864389 t0:58399.5257942 x0:0.0115346099289 x1:1.44006936313 z:0.0185949461426 
SN791: c:0.187173765795 t0:58381.9823787 x0:0.00018040197522 x1:-2.52915783569 z:0.136738506197 
SN792: c:-0.413419201123 t0:58404.8233042 x0:0.000255031359706 x1:-1.04956983593 z:0.116601653979 
SN793: c:-0.0442871581226 t0:58347.0713251 x0:0.0520391043123 x1:-1.50150926134 z:0.00881827324042 
SN794: c:-0.0904006213966 t0:58569.3264845 x0:0.00237132733795 x1:0.94862194073 z:0.0403612035812 
SN795: c:0.258776261727 t0:58618.5743938 x0:0.0160936244283 x1:1.70199167346 z:0.0157752480878 
SN796: c:0.133690433726 t0:58488.8715518 x0:0.000187111962638 x1:4.20518863929 z:0.134471696789 
SN797: c:-0.135177741936 t0:58321.9409256 x0:0.239771616779 x1:-1.21815972601 z:0.00412260442083 
SN798: c:-0.427127339466 t0:58568.0951673 x0:0.00071839778488 x1:-1.74071438347 z:0.0716939932182 
SN799: c:-0.66010037961 t0:58348.7990846 x0:0.000982989401759 x1:3.63875848765 z:0.0617280147504 
SN800: c:-0.346578859075 t0:58402.5193884 x0:0.000230184646262 x1:0.0045497841859 z:0.122256729985 
SN801: c:0.0229068873088 t0:58516.7235452 x0:0.00295737182628 x1:-3.91835710253 z:0.0362500483668 
SN802: c:0.687028591023 t0:58463.5581796 x0:0.423111562447 x1:-0.571638717663 z:0.00310579940935 
SN803: c:-0.204756795081 t0:58332.9439085 x0:0.000286558372847 x1:-1.92138513967 z:0.110467894293 
SN804: c:0.137987728318 t0:58340.6339916 x0:0.672245886816 x1:2.83264524982 z:0.00246515940722 
SN805: c:0.295405255234 t0:58632.2257606 x0:0.000155313009762 x1:-1.6575912244 z:0.146406620393 
SN806: c:-0.125697222358 t0:58432.3374205 x0:0.00211937129687 x1:-0.0476192233093 z:0.0426227947521 
SN807: c:-0.244035303587 t0:58505.3631772 x0:0.00262984556924 x1:-0.401115649595 z:0.0383814253705 
SN808: c:-0.471672750794 t0:58484.8376586 x0:0.0103529985702 x1:1.31035604511 z:0.0196126598321 
SN809: c:0.40385482105 t0:58414.1576188 x0:0.00556946221989 x1:0.755407087351 z:0.026602652205 
SN810: c:-0.630174897164 t0:58622.6698418 x0:0.000438668341095 x1:-4.05062705504 z:0.0905341278211 
SN811: c:-0.227769772918 t0:58405.8538002 x0:0.000251565088816 x1:-3.73543597855 z:0.117342283796 
SN812: c:-0.0833829966818 t0:58535.0020233 x0:0.0111833624042 x1:-0.550927320677 z:0.0188807130291 
SN813: c:-0.541941468691 t0:58336.9522075 x0:0.000489645305331 x1:1.89609808608 z:0.085967589805 
SN814: c:0.623256541826 t0:58542.1884237 x0:0.00186726523399 x1:-2.17245261506 z:0.0453202072809 
SN815: c:0.198080585735 t0:58402.5899501 x0:0.00397175066147 x1:3.56533234018 z:0.0313916330279 
SN816: c:0.0551218922092 t0:58386.810243 x0:0.000237914863556 x1:0.471861026602 z:0.120407171638 
SN817: c:0.318513152122 t0:58375.167857 x0:0.000293140394142 x1:-4.45135981551 z:0.109308440031 
SN818: c:-0.382407341558 t0:58632.5839952 x0:0.000332837515308 x1:4.01193503293 z:0.103031303371 
SN819: c:0.608933268113 t0:58297.3657567 x0:0.000229967808231 x1:1.05221302711 z:0.122309887965 
SN820: c:-0.227632819635 t0:58583.4436262 x0:0.00264346860203 x1:2.2145005476 z:0.0382850877068 
SN821: c:0.0812476526775 t0:58300.0936891 x0:0.0274297093574 x1:-1.48065828511 z:0.0121163544184 
SN822: c:-0.353580302644 t0:58391.4947513 x0:0.000549648025966 x1:-2.84379634167 z:0.0814015430389 
SN823: c:-0.130839479195 t0:58570.9396738 x0:0.000391482001887 x1:2.19381046306 z:0.0955018939573 
SN824: c:-0.0937232593125 t0:58451.4193237 x0:0.00179964284924 x1:3.2652682613 z:0.046136501895 
SN825: c:0.308387813316 t0:58550.0396116 x0:0.000779006713979 x1:5.8451680959 z:0.0689816924988 
SN826: c:-0.105036966099 t0:58459.70515 x0:0.000290110109678 x1:-3.50573038455 z:0.109837551589 
SN827: c:0.356294789461 t0:58336.4839362 x0:0.00274152012852 x1:2.62184478489 z:0.0376126532061 
SN828: c:0.0879903566605 t0:58355.4735328 x0:0.00898886886238 x1:0.151238083006 z:0.0210263311628 
SN829: c:-0.00905955460973 t0:58432.7677715 x0:0.0169130083522 x1:2.64715904651 z:0.0153927370208 
SN830: c:0.397942070182 t0:58539.6974042 x0:0.0286507183716 x1:-2.2941566587 z:0.0118576419076 
SN831: c:-0.193909058068 t0:58443.8727851 x0:0.000150128902179 x1:-2.18429126261 z:0.148684111984 
SN832: c:-0.233250516731 t0:58329.0258972 x0:0.00260113979213 x1:-0.573607897945 z:0.0385868512974 
SN833: c:0.0867370040835 t0:58384.4896056 x0:0.0010833560544 x1:-1.80532124398 z:0.0589178422176 
SN834: c:-0.144419034101 t0:58478.5621456 x0:0.000230224132397 x1:-3.92728148799 z:0.122247057632 
SN835: c:-0.0681446534428 t0:58645.9051447 x0:0.00133456814083 x1:-1.99537413867 z:0.0532989141413 
SN836: c:0.0902555811846 t0:58369.8675529 x0:0.000859323554086 x1:-0.875825281369 z:0.065827018592 
SN837: c:-0.099471310611 t0:58600.4252873 x0:0.000215967420964 x1:0.167595058161 z:0.125901452004 
SN838: c:-0.247149541669 t0:58592.8605138 x0:0.000862794341469 x1:0.578339806218 z:0.0657004274046 
SN839: c:-0.0372748793256 t0:58485.2967576 x0:0.000480404382441 x1:4.2101387101 z:0.0867430801227 
SN840: c:0.541636788236 t0:58332.5516643 x0:0.000190862157546 x1:-9.32672185703 z:0.133254544265 
SN841: c:-0.0246287627788 t0:58635.9136829 x0:0.00369943163874 x1:3.54208107201 z:0.0325001068604 
SN842: c:0.627948778028 t0:58371.3543949 x0:0.000713726318741 x1:-3.3102465973 z:0.0719168295848 
SN843: c:0.250713733849 t0:58335.1822373 x0:0.000182445017159 x1:-2.16803867294 z:0.136035772163 
SN844: c:-0.0878645745956 t0:58588.5834704 x0:0.266248426452 x1:-5.90574411861 z:0.0039128674487 
SN845: c:-0.396255416028 t0:58596.3259384 x0:0.00167405936335 x1:0.450017177411 z:0.0477788455064 
SN846: c:0.327801144384 t0:58528.7240712 x0:0.0785318483627 x1:-5.40827246483 z:0.00718709996985 
SN847: c:0.176597654931 t0:58565.3264181 x0:0.000491158740065 x1:-0.198271741888 z:0.0858425989933 
SN848: c:-0.109458434816 t0:58357.8868126 x0:0.0512231905144 x1:-4.90846806001 z:0.00888776696542 
SN849: c:-0.184720215803 t0:58367.8185911 x0:0.000601920942784 x1:1.04015144724 z:0.077975513373 
SN850: c:-0.041339785004 t0:58346.1718665 x0:0.000363539726744 x1:-2.34740650557 z:0.0988710394675 
SN851: c:0.0605420354548 t0:58567.7037625 x0:0.00253333835971 x1:0.140636406015 z:0.0390855956348 
SN852: c:0.276511263525 t0:58556.62152 x0:0.000414955417266 x1:6.5659251295 z:0.092928726317 
SN853: c:0.234930724659 t0:58439.938146 x0:0.000280487582809 x1:-1.63750309612 z:0.111571666477 
SN854: c:-0.0318556935922 t0:58631.8666395 x0:0.00279608723725 x1:-4.70659798677 z:0.0372535867097 
SN855: c:-0.142757446589 t0:58494.5603822 x0:0.00186523890803 x1:0.840654696669 z:0.0453440340263 
SN856: c:-0.340190544909 t0:58619.6204387 x0:0.00016361490727 x1:0.575854406312 z:0.142975426793 
SN857: c:0.220611154596 t0:58530.0834924 x0:0.000340558060713 x1:0.081867243858 z:0.10193456638 
SN858: c:-0.312832510372 t0:58444.7328354 x0:0.000287782860295 x1:-1.53277301634 z:0.110249319303 
SN859: c:-0.146193871432 t0:58527.5446589 x0:0.0503498382568 x1:-4.12548974196 z:0.00896400858129 
SN860: c:0.397320336344 t0:58624.0508218 x0:0.00159500176015 x1:1.13652916779 z:0.0489086168422 
SN861: c:-0.201190276515 t0:58557.5261927 x0:0.00130299287963 x1:-0.892987198013 z:0.0539168153693 
SN862: c:0.613221487035 t0:58359.4395696 x0:0.000502379104446 x1:0.793332999981 z:0.0849329984698 
SN863: c:0.0904969133766 t0:58493.5893516 x0:0.115745486619 x1:1.08903415074 z:0.00592561518041 
SN864: c:0.278759225435 t0:58383.8807099 x0:0.000216232084585 x1:-6.35343721696 z:0.125830496543 
SN865: c:-0.0324278059992 t0:58501.09902 x0:0.000216739521603 x1:-0.473372678235 z:0.125694800277 
SN866: c:-0.0649356762349 t0:58388.4958026 x0:0.00024000108255 x1:1.91707713445 z:0.119922674704 
SN867: c:-0.441707981936 t0:58323.7003557 x0:0.0019139039965 x1:2.89061067752 z:0.0447820907382 
SN868: c:0.318158500229 t0:58629.3046854 x0:0.00164466872815 x1:-2.89125329032 z:0.0481895352632 
SN869: c:0.0418817799763 t0:58556.4370565 x0:0.000317531592777 x1:-0.27737958624 z:0.105317640039 
SN870: c:0.399741625484 t0:58623.0475569 x0:0.00019822068068 x1:3.72959449183 z:0.130962435948 
SN871: c:-0.0565282575566 t0:58484.8925594 x0:0.00178118669209 x1:-0.382706343108 z:0.0463671597087 
SN872: c:0.354677861711 t0:58401.6034494 x0:0.000233072202501 x1:-4.63404098234 z:0.121555595301 
SN873: c:0.0426718036449 t0:58599.1297588 x0:0.000277657679667 x1:-2.9865030275 z:0.112097966364 
SN874: c:-0.109272618091 t0:58591.0704228 x0:0.000719821624107 x1:-2.22250809041 z:0.0716264922752 
SN875: c:-0.831223520637 t0:58376.9447084 x0:0.0108054332146 x1:0.688836731017 z:0.0192034760741 
SN876: c:0.376291355691 t0:58634.3509731 x0:0.000604736233642 x1:-0.163830189058 z:0.0778032922071 
SN877: c:0.19825772577 t0:58355.632071 x0:0.000177676939516 x1:-0.207138989513 z:0.137693635408 
SN878: c:0.0170731909844 t0:58326.8004639 x0:0.00215349206429 x1:1.16090414587 z:0.0422938902443 
SN879: c:-0.0415903298694 t0:58320.1066503 x0:0.000157036181619 x1:-6.02792859505 z:0.145673327454 
SN880: c:0.167305433962 t0:58320.279332 x0:0.0019935732629 x1:-0.676297706941 z:0.0439060629917 
SN881: c:0.370350263129 t0:58431.1534323 x0:0.000163256753049 x1:3.59874269148 z:0.143118318864 
SN882: c:-0.37995230433 t0:58553.153352 x0:0.000391486137481 x1:-1.16097768704 z:0.0955014211263 
SN883: c:-0.444993114173 t0:58621.2889255 x0:0.00139145319805 x1:-0.790041166508 z:0.052238034949 
SN884: c:-0.0197074984565 t0:58341.3350573 x0:0.00388079685983 x1:-2.37440212258 z:0.0317490486957 
SN885: c:0.321637518165 t0:58316.2971493 x0:0.000496924779985 x1:-1.73346907373 z:0.085371452931 
SN886: c:-0.104313797237 t0:58631.4413607 x0:0.000220246673838 x1:0.383192933039 z:0.124769173399 
SN887: c:-0.259171801303 t0:58415.9147413 x0:0.00600060008352 x1:-2.42473812707 z:0.0256471708797 
SN888: c:0.0702341037965 t0:58455.3486289 x0:0.0019782469049 x1:-1.72967721577 z:0.0440705512409 
SN889: c:-0.103760674868 t0:58395.0001215 x0:0.00222329784973 x1:5.00512019784 z:0.0416443009025 
SN890: c:-0.0284757684408 t0:58413.3245269 x0:0.000604864001386 x1:0.791497851301 z:0.0777955038014 
SN891: c:-0.498076090912 t0:58466.5322709 x0:0.704337172048 x1:5.3357719795 z:0.0024084476916 
SN892: c:0.227418125389 t0:58606.5371115 x0:0.00491822346861 x1:0.27869057965 z:0.028274431744 
SN893: c:-0.417025552235 t0:58461.3189178 x0:0.000178204664895 x1:3.06181501599 z:0.137507046832 
SN894: c:-0.480118121898 t0:58464.579116 x0:0.000713891927892 x1:-2.87835901515 z:0.0719088935426 
SN895: c:-0.257214951201 t0:58487.7916724 x0:0.00154592599923 x1:-3.18019509654 z:0.0496521503148 
SN896: c:-0.245249670028 t0:58589.7289102 x0:0.00056707549655 x1:3.99378027009 z:0.0802085930511 
SN897: c:0.274946132998 t0:58560.6576122 x0:0.0372634032787 x1:2.64273083338 z:0.0104086139413 
SN898: c:0.430694073735 t0:58597.2522244 x0:0.000175446738976 x1:-0.678283829759 z:0.138490957316 
SN899: c:-0.0577584886898 t0:58509.3162312 x0:0.000158908731767 x1:-2.18325952322 z:0.144889297291 
SN900: c:-0.181441490031 t0:58405.1286964 x0:0.0114645285632 x1:-1.34053008067 z:0.0186509217247 
SN901: c:-0.310555403132 t0:58326.6342078 x0:0.000316551007917 x1:-2.16221629625 z:0.105469502673 
SN902: c:0.618650918919 t0:58376.946604 x0:0.00078009064112 x1:0.953843842981 z:0.0689359975049 
SN903: c:-0.246278986451 t0:58580.3397987 x0:0.00143291508866 x1:1.25935113673 z:0.051504009536 
SN904: c:-0.0292608182403 t0:58404.9955749 x0:0.000157184262228 x1:-0.481826536502 z:0.145610844652 
SN905: c:0.193072481472 t0:58556.0651497 x0:0.000755444022834 x1:1.21145427164 z:0.0699984659936 
SN906: c:0.277936766781 t0:58393.9151509 x0:0.000394682367604 x1:-2.09747978126 z:0.0951381282711 
SN907: c:0.182310596206 t0:58301.0613077 x0:0.00231959168307 x1:-0.539184241062 z:0.0407959150284 
SN908: c:-0.0118475994971 t0:58428.3866286 x0:0.0183318247754 x1:-1.99187771687 z:0.0147916636747 
SN909: c:0.0777280214404 t0:58308.9683002 x0:0.0104718389907 x1:3.39074138825 z:0.0195026403697 
SN910: c:-0.21175936158 t0:58421.48473 x0:0.00697689738943 x1:1.09442200777 z:0.0238172075731 
SN911: c:0.157291636704 t0:58614.2047188 x0:0.000181049356172 x1:0.165976595325 z:0.136514609866 
SN912: c:0.274125344944 t0:58386.355436 x0:0.00239355071247 x1:-1.96625133081 z:0.0401787330348 
SN913: c:0.573480529636 t0:58542.1904674 x0:0.000154785945264 x1:-0.666596553612 z:0.14663321988 
SN914: c:0.0682525416852 t0:58469.564376 x0:0.000386768657031 x1:-2.14534119351 z:0.0960455060152 
SN915: c:-0.714387894203 t0:58323.4280394 x0:0.000259380770044 x1:-3.56071944222 z:0.11569245363 
SN916: c:-0.13129789388 t0:58564.9541504 x0:0.00415677067141 x1:-0.234519544455 z:0.0307005974674 
SN917: c:0.220876278489 t0:58612.7246772 x0:0.000259092526157 x1:-1.49027316387 z:0.115752031223 
SN918: c:-0.571704314785 t0:58619.9419969 x0:0.000206014225894 x1:-1.39107998722 z:0.12866340065 
SN919: c:-0.440924066071 t0:58364.6070805 x0:0.000436469278162 x1:-4.49120054377 z:0.0907482627003 
SN920: c:-0.450789961696 t0:58370.2378885 x0:0.000226135247103 x1:4.01746537283 z:0.123261418905 
SN921: c:0.283462034437 t0:58391.2191746 x0:0.000223758802506 x1:1.11665569179 z:0.123863080114 
SN922: c:0.361713794296 t0:58632.0814238 x0:0.00138548295666 x1:1.24950880339 z:0.0523463715718 
SN923: c:0.036299469664 t0:58312.4039887 x0:0.000214661821802 x1:-3.24261352401 z:0.126253303279 
SN924: c:0.150786767546 t0:58498.7851776 x0:0.000488157133245 x1:0.455558300506 z:0.086091040218 
SN925: c:0.393756110314 t0:58564.8500856 x0:0.0058118113941 x1:-2.16153060978 z:0.0260526255732 
SN926: c:-0.0578508938606 t0:58485.2029435 x0:0.000446803144621 x1:-4.17965997765 z:0.0897552748219 
SN927: c:-0.467868659222 t0:58463.9566058 x0:0.000267261942113 x1:-7.34781886121 z:0.114099332585 
SN928: c:0.116598786893 t0:58356.2273663 x0:0.00117224610277 x1:-3.62011026571 z:0.0567291545538 
SN929: c:-0.171802401772 t0:58384.0229234 x0:0.000147965134879 x1:1.61733445001 z:0.149667949835 
SN930: c:-0.686758991712 t0:58417.5178067 x0:0.000205303334305 x1:2.28348997122 z:0.128867936813 
SN931: c:0.264117320592 t0:58489.2142739 x0:0.00226234185977 x1:-1.57695548298 z:0.0412939067073 
SN932: c:-0.401162402724 t0:58431.2693527 x0:0.000296985719951 x1:-0.534421119741 z:0.108648203632 
SN933: c:-0.366556614444 t0:58355.01132 x0:0.000179928708101 x1:4.27836284695 z:0.136902909641 
SN934: c:0.367795687345 t0:58426.7567214 x0:0.00209345693399 x1:1.79341084719 z:0.042877843756 
SN935: c:-0.0564970773598 t0:58566.2711672 x0:0.000162769648638 x1:2.38619111675 z:0.143313373612 
SN936: c:-0.0918316673992 t0:58605.4501214 x0:0.0101133348996 x1:-0.681578279473 z:0.0198403485139 
SN937: c:-0.305772873125 t0:58500.6667085 x0:0.000399067146093 x1:-0.720215041516 z:0.0946465844954 
SN938: c:-0.706148870144 t0:58629.9219971 x0:0.0602481124448 x1:-3.05548736154 z:0.00819930549237 
SN939: c:-0.0114491110207 t0:58441.0282999 x0:0.00386181067159 x1:-2.12256792378 z:0.0318252225439 
SN940: c:-0.0650074977159 t0:58411.4577232 x0:0.0020499439158 x1:4.88417722239 z:0.0433167126712 
SN941: c:0.203950043538 t0:58583.4947431 x0:0.000174854052542 x1:-0.709143477727 z:0.138705276188 
SN942: c:-0.199460222445 t0:58466.1484434 x0:0.00017186338886 x1:-4.21622438337 z:0.139802681337 
SN943: c:-0.0606845712429 t0:58544.5743032 x0:0.000210974697667 x1:3.67178697931 z:0.127263669632 
SN944: c:0.463662245632 t0:58454.7194225 x0:0.000207157912531 x1:-0.160435645769 z:0.128336444511 
SN945: c:-0.247786320534 t0:58467.7186181 x0:0.0581454528051 x1:0.0539328159575 z:0.00834533243037 
SN946: c:0.542756178622 t0:58340.8212526 x0:0.000284400625183 x1:4.7957113993 z:0.110856337416 
SN947: c:0.591434481541 t0:58296.1380639 x0:0.000463227385798 x1:1.20390769817 z:0.088243472778 
SN948: c:0.191396565392 t0:58632.5540707 x0:0.00024167635583 x1:-0.564512874704 z:0.119537952114 
SN949: c:0.209246811611 t0:58544.6320014 x0:0.00019714107145 x1:-0.897846692381 z:0.13129107655 
SN950: c:-0.303364300728 t0:58335.5419176 x0:0.000928899946024 x1:-1.12852151876 z:0.0634227394234 
SN951: c:0.579616870046 t0:58623.6742592 x0:0.00028439658111 x1:-3.76625711449 z:0.110857069404 
SN952: c:0.0641271607308 t0:58654.7176761 x0:0.00029737884068 x1:-1.73827352621 z:0.108581396576 
SN953: c:-0.110290947909 t0:58587.7569261 x0:0.000278957059364 x1:-1.32568872048 z:0.111855360122 
SN954: c:-0.195061570003 t0:58422.9142726 x0:0.000339617333626 x1:-1.15117247391 z:0.102066279653 
SN955: c:0.19403585455 t0:58436.8377555 x0:0.000251558285696 x1:1.96848363976 z:0.117343751742 
SN956: c:-0.572135225173 t0:58524.133395 x0:0.000228537548109 x1:-3.7035715763 z:0.122662319694 
SN957: c:0.26603960237 t0:58303.5136376 x0:0.00100835875015 x1:-3.36569664776 z:0.0609792866835 
SN958: c:-0.0309043622899 t0:58656.6435644 x0:0.000157795959945 x1:2.59248954266 z:0.145353620152 
SN959: c:0.600190314338 t0:58444.5424914 x0:0.000258123368567 x1:-1.37350316352 z:0.115953045817 
SN960: c:0.185830653993 t0:58542.553111 x0:0.000152588007994 x1:-3.42404346984 z:0.14759009992 
SN961: c:0.134172108453 t0:58564.2212536 x0:0.000359096989065 x1:-2.55115430607 z:0.0994411875273 
SN962: c:-0.193200476551 t0:58602.9484591 x0:0.000358103942899 x1:2.2422677987 z:0.0995700176137 
SN963: c:-0.25082653062 t0:58457.4653592 x0:0.000179541030657 x1:5.21073371072 z:0.137038039829 
SN964: c:0.272090504812 t0:58390.3124375 x0:0.000305501385136 x1:3.02370142357 z:0.107228800303 
SN965: c:-0.42747983097 t0:58554.3533774 x0:0.000154569609677 x1:3.55596626803 z:0.146726545445 
SN966: c:0.0840702784922 t0:58420.204659 x0:0.00040172985368 x1:-2.24178167615 z:0.0943518720095 
SN967: c:-0.601116619475 t0:58577.9888911 x0:0.00370405746247 x1:3.03514254516 z:0.0324802781287 
SN968: c:-0.0241481770439 t0:58489.7833538 x0:0.000455101838647 x1:-2.73066445277 z:0.0889815533625 
SN969: c:0.00700015178234 t0:58506.2349172 x0:0.0005153658632 x1:3.68073029262 z:0.083916214133 
SN970: c:0.222556209167 t0:58337.1737584 x0:0.000288211755425 x1:-0.635036985516 z:0.11017307526 
SN971: c:-0.193697369881 t0:58468.2270982 x0:0.00987384993813 x1:0.752992112395 z:0.0200760190522 
SN972: c:0.377119197143 t0:58549.9029799 x0:0.000370780479225 x1:3.46496532112 z:0.0979629932112 
SN973: c:0.0398011469339 t0:58451.4513913 x0:0.000220712515491 x1:1.97567772392 z:0.124647808346 
SN974: c:-0.0511424006256 t0:58515.0497178 x0:0.00568880729742 x1:3.72830921353 z:0.0263274532281 
SN975: c:-0.0229331757687 t0:58452.5799178 x0:0.00772052554566 x1:-5.10316501354 z:0.0226604691449 
SN976: c:0.0890817705257 t0:58301.7776722 x0:0.000196029084644 x1:-0.215455814544 z:0.131632264193 
SN977: c:0.236532782355 t0:58431.1718176 x0:0.00070258482867 x1:0.77054701833 z:0.0724569601199 
SN978: c:0.212880902673 t0:58655.4525778 x0:0.000199967670973 x1:2.22667034931 z:0.130436006381 
SN979: c:-0.0949772838754 t0:58351.6593401 x0:0.00187017526851 x1:-0.129848558686 z:0.0452860557372 
SN980: c:0.0484588191767 t0:58334.7744743 x0:0.0724005823516 x1:-3.05814289146 z:0.007483582034 
SN981: c:-0.136075562865 t0:58400.2905706 x0:0.000162385572834 x1:2.2100675146 z:0.143467756998 
SN982: c:-0.64177714524 t0:58649.2542822 x0:0.000356572633811 x1:1.72816267023 z:0.0997696887535 
SN983: c:0.370730634979 t0:58629.8784506 x0:0.000196416989816 x1:-0.197856935378 z:0.131512931951 
SN984: c:-0.334490707003 t0:58648.4924738 x0:0.000345455622763 x1:-2.34174076286 z:0.101257205697 
SN985: c:0.120241329551 t0:58370.1760986 x0:0.00727557600106 x1:-1.90258271365 z:0.023331558855 
SN986: c:-0.177948553617 t0:58532.0014047 x0:0.00138867718066 x1:-0.744502242629 z:0.0522883239758 
SN987: c:-0.091900355597 t0:58621.9215635 x0:0.000460320358174 x1:1.90448696506 z:0.0885053678166 
SN988: c:-0.0599868554385 t0:58625.9555708 x0:0.000623419373166 x1:5.64188270595 z:0.0766891373903 
SN989: c:0.135231429548 t0:58486.8431154 x0:0.00810159492353 x1:2.48925576777 z:0.0221297785613 
SN990: c:-0.311932057482 t0:58433.466236 x0:0.00168815128992 x1:-2.69325433303 z:0.0475856653995 
SN991: c:-0.125729988826 t0:58367.1173574 x0:0.000202713682952 x1:-1.72701121438 z:0.129621648235 
SN992: c:-0.236291058256 t0:58456.3122339 x0:0.000186102866646 x1:4.03819153631 z:0.13480514874 
SN993: c:0.481752371747 t0:58388.3392748 x0:0.0124230850143 x1:-0.447782988377 z:0.0179265379753 
SN994: c:-0.251942564109 t0:58544.4345718 x0:0.0038189298547 x1:0.386228692894 z:0.0319993175922 
SN995: c:0.157748143553 t0:58582.2157586 x0:0.000265214002191 x1:-1.7809933741 z:0.114506780479 
SN996: c:-0.363372415138 t0:58597.3167352 x0:0.0192501786262 x1:4.55160765349 z:0.0144383091746 
SN997: c:-0.173784594162 t0:58524.5366692 x0:0.00175624743672 x1:6.27645260511 z:0.0466844762482 
SN998: c:0.224714382579 t0:58627.3126633 x0:0.00152106546248 x1:4.54260867935 z:0.0500421551133 
SN999: c:-0.405868021636 t0:58645.5626199 x0:0.000454798015079 x1:2.90015756165 z:0.0890095198828 
