SN1: c:-0.07048747142890122 mwebv:0.03030455100765922 t0:58790.64835070917 x0:0.00038329264098275963 x1:-0.658169335026904 z:0.111197220311 
SN549: c:0.04133741894986409 mwebv:0.05275859423110954 t0:58896.10019524125 x0:0.005006233616076226 x1:-0.19857212931830626 z:0.0376418985196 
SN550: c:0.00710582363233403 mwebv:0.048820008276247065 t0:58781.14280785431 x0:0.0010096379507270896 x1:-0.045710573051753745 z:0.0582949752035 
SN551: c:0.0924681327922734 mwebv:0.034813451469745876 t0:58769.5798373281 x0:0.0010791748604001032 x1:0.36113689869383236 z:0.0583634440911 
SN552: c:0.09235085093135176 mwebv:0.02330470642079461 t0:58636.48643955442 x0:0.00019222115834168204 x1:0.9176870817030274 z:0.124859756813 
SN553: c:-0.1038133249081854 mwebv:0.4627417179688741 t0:58784.74076966681 x0:0.0005405586371336407 x1:0.5107675921893247 z:0.088950883813 
SN554: c:0.1929368462613148 mwebv:0.13912859708870084 t0:58636.0451832171 x0:0.0003121385954587877 x1:-0.42492697749201147 z:0.104080362905 
SN555: c:-0.05017905735307515 mwebv:1.7139594104276608 t0:58792.91799416524 x0:0.00027819328709805386 x1:-0.013212258134485566 z:0.119145458266 
SN556: c:0.21920857994855236 mwebv:0.1432903928821199 t0:58642.07673467847 x0:0.0005875192122083634 x1:0.37946812493705506 z:0.0717604540855 
SN557: c:0.11646618918391471 mwebv:0.8705977069430458 t0:58924.126667088356 x0:0.00016857473723137944 x1:-0.8773052682915825 z:0.147572179331 
SN558: c:-0.06611307359301133 mwebv:0.03873029413010229 t0:58836.6905114758 x0:0.0008452725301565463 x1:0.9056829162531304 z:0.0748305549171 
SN559: c:0.044864339140803455 mwebv:0.2585828231829828 t0:58740.317169702146 x0:0.00011985593671974509 x1:-0.8273559842705689 z:0.149020814772 
SN560: c:0.3470996657275274 mwebv:0.7728354604143555 t0:58595.63388124471 x0:0.00012438295583474792 x1:-0.15230755222574022 z:0.121482949504 
SN561: c:-0.06818184574218122 mwebv:0.05444648844264661 t0:58641.22730360004 x0:0.00017357879165796458 x1:-0.6719790124186065 z:0.126792350763 
SN562: c:0.007931240179941845 mwebv:3.7671773486834246 t0:58776.54812755068 x0:0.0006338086620143152 x1:0.42451428228584787 z:0.0697814941033 
SN563: c:-0.10849290186175597 mwebv:0.20922063452824763 t0:58595.251640597926 x0:0.00037070145741045557 x1:-1.4840209618544546 z:0.128358199535 
SN564: c:-0.09833797652624554 mwebv:0.06973685382777058 t0:58588.67082586086 x0:0.0004312239919341118 x1:0.019651416874342686 z:0.0826906000983 
SN565: c:0.0647857047858631 mwebv:0.02800983677407877 t0:58902.829998285655 x0:0.00020007136554413935 x1:-0.61063710434148 z:0.118956088484 
SN566: c:0.07624734507209663 mwebv:0.08592940240374167 t0:58911.611895902 x0:0.0003026096684897332 x1:0.5118601215211642 z:0.135574309509 
SN567: c:-0.10657077865012354 mwebv:0.04596004581484313 t0:58756.33082767692 x0:0.0001376465701471037 x1:0.45318741008127716 z:0.149603044015 
SN568: c:0.06384355820364629 mwebv:0.15221784537666055 t0:58714.80180391143 x0:0.00016530113221776668 x1:0.5378750255297033 z:0.148822427219 
SN569: c:-0.01429262959279054 mwebv:0.050313927654366215 t0:58857.84752480953 x0:0.00010164142897594179 x1:-0.03511142239114484 z:0.14149414795 
SN570: c:-0.011252940988982107 mwebv:0.014851956768317888 t0:58807.127276656196 x0:0.00035540478453177177 x1:-0.45395082082223226 z:0.106574262143 
SN571: c:-0.021424560004657422 mwebv:0.01722914258320148 t0:58708.33801188573 x0:0.0003160351495110928 x1:-1.5551017377706613 z:0.105706041001 
SN572: c:0.0037391301979630143 mwebv:0.10659849700222318 t0:58642.74984341526 x0:0.00038552247845963634 x1:-0.004039028786459564 z:0.114893316985 
SN573: c:-0.07787124978443716 mwebv:0.026977824742930596 t0:58789.91783007025 x0:0.0004980154788031079 x1:-0.985977608109299 z:0.0797189043991 
SN574: c:0.13320926081342588 mwebv:0.06482937514932997 t0:58769.861863576036 x0:0.0004897122936972413 x1:-1.3673824501581695 z:0.104148518532 
SN575: c:-0.07587944350696407 mwebv:0.08721561536856676 t0:58876.47616827763 x0:0.0002116217608036974 x1:0.14642958078814594 z:0.149348244322 
SN576: c:-0.07944716225342852 mwebv:0.013608008073268412 t0:58848.704772587866 x0:0.0001303235864964078 x1:0.327619039923996 z:0.149959912996 
SN577: c:0.0018651432579397387 mwebv:0.02969397102000481 t0:58914.434491991706 x0:0.0005819236689988711 x1:0.7146193951589441 z:0.0966268500162 
SN578: c:-0.020065419389923456 mwebv:0.1459119871118927 t0:58871.21378546287 x0:0.00016385909079420777 x1:0.2702714730319711 z:0.146660012891 
SN579: c:-0.0510489280842128 mwebv:0.8703084930342592 t0:58681.83607410524 x0:0.00022682349750793065 x1:0.37070369181592877 z:0.114441580707 
SN580: c:0.08262945254840037 mwebv:0.022979158806527546 t0:58568.55711822405 x0:0.00016060654097717686 x1:-0.31908074319768076 z:0.113303875147 
SN581: c:0.028877583091840187 mwebv:0.13449794928692205 t0:58630.68432828728 x0:0.0006555289182345344 x1:-1.7418612730772307 z:0.0805114010972 
SN582: c:-0.06039091078977954 mwebv:0.028895538462713515 t0:58835.7713380074 x0:0.0008540579251081949 x1:1.2265742667008013 z:0.0729524180862 
SN583: c:0.03156564757771374 mwebv:0.22153603175732164 t0:58693.16721924492 x0:0.0006654385657158758 x1:0.7115985872286847 z:0.0865412019098 
SN584: c:-0.015806577311632708 mwebv:0.019376999616232477 t0:58850.73645157846 x0:0.0007264603638138015 x1:0.06530970795270319 z:0.082720926145 
SN585: c:-0.028235001958754502 mwebv:0.0226276373671111 t0:58837.94780755993 x0:0.00047021876646382335 x1:-0.07702668241602773 z:0.107099950439 
SN586: c:-0.09347475277480033 mwebv:0.07683761892077476 t0:58644.53177036536 x0:0.00019946397884660415 x1:0.23799007541387773 z:0.135441514049 
SN587: c:-0.010034017018399233 mwebv:0.8465313411726012 t0:58895.83365442655 x0:0.0004590519095259633 x1:0.5462203057520263 z:0.104867815491 
SN588: c:-0.027870763288290412 mwebv:0.08122557209235143 t0:58679.60113121097 x0:0.00017564742640659734 x1:-0.42362056026548967 z:0.138498691532 
SN589: c:0.048516354781494186 mwebv:0.02400761274703444 t0:58610.939956535265 x0:0.00030087428949962243 x1:-0.39431278449163853 z:0.116912065117 
SN590: c:-0.08875444830121904 mwebv:0.0830782306396502 t0:58812.06499351189 x0:0.00015577242006867154 x1:0.06837976173303506 z:0.149508191385 
SN591: c:-0.054783834139456644 mwebv:0.08882522697772956 t0:58610.94982656636 x0:0.00045169275241397207 x1:1.2652048637998847 z:0.135672106171 
SN592: c:-0.002863289337485142 mwebv:0.34290960748447424 t0:58794.42658513024 x0:0.00019231203924093603 x1:0.46006235668727946 z:0.138139369444 
SN593: c:0.015160258778347924 mwebv:0.02140425118137738 t0:58915.93293191747 x0:0.0008222402722554607 x1:0.5048720738216033 z:0.0800981064571 
SN594: c:0.17879024853861303 mwebv:6.195037447761553 t0:58659.72845389292 x0:0.00017702755085959913 x1:0.8495325911214691 z:0.142542166056 
SN595: c:0.1070164369522768 mwebv:0.07414844750863514 t0:58894.994440317154 x0:0.0012142508859816297 x1:0.7152850692581181 z:0.0574859159395 
SN596: c:0.014044684938309349 mwebv:0.1760024375412979 t0:58793.8764812261 x0:0.00039202298720342535 x1:0.12712475696527825 z:0.0805332617397 
SN597: c:-0.06566616673260217 mwebv:0.041013040319121445 t0:58655.2670470105 x0:0.0003313975626298334 x1:-0.3585225718005911 z:0.0984232772372 
SN598: c:0.0036610702819332985 mwebv:0.018095253720554923 t0:58583.6069133462 x0:0.00011389636041724761 x1:0.9802228110347224 z:0.148662041923 
SN599: c:-0.10117031834750767 mwebv:0.07909965861685671 t0:58845.67047243981 x0:0.00032780946878714927 x1:-0.6336295886753742 z:0.0958185147827 
SN600: c:-0.025121549114425434 mwebv:0.013913997293237843 t0:58853.56472440894 x0:0.0002954709307867571 x1:-0.2309475113220767 z:0.120366251897 
SN601: c:-0.07544010936875356 mwebv:0.007023358641319563 t0:58743.643402808295 x0:0.00021265703214454746 x1:0.6637528309953744 z:0.143889156407 
SN602: c:-0.04437626049631582 mwebv:0.09317718844766036 t0:58595.93328597386 x0:0.00019993563088856523 x1:1.1109236395811095 z:0.144485621002 
SN603: c:0.17294939623830663 mwebv:0.06856498147007188 t0:58569.219244804866 x0:0.00043938063049136757 x1:0.38630911282781977 z:0.0858235716004 
SN604: c:-0.01830520372383848 mwebv:0.10823851471619844 t0:58729.903590906295 x0:0.002157570062588615 x1:0.2734656824434567 z:0.0506628914154 
SN605: c:-0.077479983410361 mwebv:0.06643683301289716 t0:58618.99804111228 x0:0.00019893092361630203 x1:-1.0714349529169394 z:0.126464613748 
SN606: c:0.0718649710714776 mwebv:0.11468013868935702 t0:58714.1460015366 x0:0.0003738051890934381 x1:0.16926943715576526 z:0.100117291512 
SN607: c:-0.12688218499706183 mwebv:0.00920378575417466 t0:58648.11099934642 x0:0.00018685464676557588 x1:0.03565793050467825 z:0.119207491978 
SN608: c:0.1434300949108298 mwebv:0.11281488930443312 t0:58586.18340968623 x0:0.0004440310425025817 x1:0.40165131595360126 z:0.0881974540595 
SN609: c:0.04737872416714595 mwebv:0.05192958753785095 t0:58915.19320303385 x0:0.0002033865196910847 x1:1.003989083539948 z:0.144478318169 
SN610: c:-0.05407631636348231 mwebv:0.1402822124151335 t0:58722.03390691473 x0:0.0003203052412221013 x1:0.3148580056599384 z:0.131482816052 
SN611: c:-0.024960818138831442 mwebv:0.23798667395811046 t0:58749.231573780344 x0:0.0003349970677412648 x1:-0.7951777638851345 z:0.108030371112 
SN612: c:-0.024581687918896478 mwebv:0.10759234992499049 t0:58808.91754124565 x0:0.00021429980273391408 x1:-0.9557189399465131 z:0.131457851581 
SN613: c:-0.05494606867254603 mwebv:0.17031899277440524 t0:58897.617106621605 x0:0.00017834053545017818 x1:-0.08482348438799914 z:0.146051348373 
SN614: c:-0.11647549491774978 mwebv:0.5740618306064268 t0:58812.547461602095 x0:0.00016989510177486698 x1:1.3925651659512184 z:0.120691959746 
SN615: c:-0.0951862665630352 mwebv:0.04681196698043731 t0:58588.79483470874 x0:0.00026310107700011816 x1:0.6272123491681496 z:0.11160850423 
SN616: c:-0.08233679309693942 mwebv:0.1571664351551152 t0:58916.38757553403 x0:0.0003337837859807493 x1:-0.70091516043771 z:0.115532107547 
SN617: c:0.018374059469878024 mwebv:0.024077037924993043 t0:58913.56126854883 x0:0.00017851613839877704 x1:-0.3782246712670583 z:0.134573092856 
SN618: c:0.121260778403943 mwebv:0.051132691733408564 t0:58882.003486187445 x0:0.00044084137413587634 x1:-0.8764293000623518 z:0.123217184652 
SN619: c:0.09235916293243962 mwebv:0.021726898129579543 t0:58678.81688906598 x0:0.0005407299775855554 x1:0.2330173558157882 z:0.104438873452 
SN620: c:0.04600790079274919 mwebv:0.06555463352525276 t0:58661.720218130475 x0:0.00015670889185484763 x1:0.8566343577800093 z:0.148059248712 
SN621: c:0.15569674397979272 mwebv:0.5343777005675625 t0:58614.33188160952 x0:0.00022554157797791637 x1:0.2718570895806436 z:0.136705548823 
SN622: c:0.05614825200497009 mwebv:0.09071388896503113 t0:58615.692711897704 x0:0.0005820432161048899 x1:-0.8334440698729777 z:0.0935918229053 
SN623: c:-0.05151234230021462 mwebv:0.08841351442162342 t0:58581.106985881845 x0:0.00045389321024387464 x1:-0.7776458199129168 z:0.106058842148 
SN624: c:0.04257412611478628 mwebv:0.5543850758666259 t0:58859.78906342823 x0:0.00031361307264290636 x1:0.20752249150815327 z:0.0994341969404 
SN625: c:0.18304585871717904 mwebv:0.03528473003610943 t0:58565.949549930876 x0:0.00026046777973201573 x1:-0.8350189382267557 z:0.122465398944 
SN626: c:0.06801008991011415 mwebv:0.017171773142434267 t0:58678.84989176718 x0:0.00025162050394318935 x1:-1.0546319362239818 z:0.106602595171 
SN627: c:0.019660877177476888 mwebv:0.011695529617586835 t0:58764.8437477022 x0:0.0013419654307712798 x1:-0.6173553705407233 z:0.0613676233847 
SN628: c:0.0020656640907379398 mwebv:0.008361619250253877 t0:58815.49976206619 x0:0.0003694055695589497 x1:-0.32430287823835524 z:0.0804054423908 
SN629: c:0.020961113345626003 mwebv:0.3614549480084297 t0:58659.64752533299 x0:0.00028321923600555595 x1:-0.8068917977007102 z:0.127676571076 
SN630: c:0.0018297778876918969 mwebv:0.09731317781508661 t0:58881.38749297698 x0:0.0001658855073280076 x1:0.9084860448142242 z:0.141073452797 
SN631: c:-0.09012059778271908 mwebv:0.02968479338267104 t0:58642.82533618043 x0:0.00032810330676324116 x1:0.20021935729141838 z:0.140248755126 
SN632: c:-0.09906299908480243 mwebv:0.09044136536516759 t0:58627.99559792495 x0:0.00015840122431947534 x1:1.3336952839821876 z:0.147683208502 
SN633: c:-0.07455159946414991 mwebv:0.30052949406540713 t0:58879.32810165396 x0:0.00029610524563125287 x1:0.7202967767464781 z:0.120463383187 
SN634: c:-0.013992811808933414 mwebv:0.023541172975870592 t0:58821.56574460704 x0:0.00017740187413656567 x1:-0.09906488606211283 z:0.120768954345 
SN635: c:0.0023158131796634507 mwebv:0.1551022677399355 t0:58659.942201248006 x0:0.0001878751326901502 x1:-1.9204807942089215 z:0.146287492606 
SN636: c:-0.045313268837710474 mwebv:0.030258324611187312 t0:58919.96933697079 x0:0.00024741762587677607 x1:0.06819489384266841 z:0.138438933185 
SN637: c:0.017726924322498228 mwebv:0.012025302986439012 t0:58855.23241146581 x0:0.00031502146390928487 x1:-0.943416040380427 z:0.11016610064 
SN638: c:-0.009973513862083117 mwebv:0.10583303282621018 t0:58570.21094688924 x0:0.0002475044427805014 x1:1.2549679495157307 z:0.140943675492 
SN639: c:0.15219664238881592 mwebv:0.0189732313304518 t0:58878.06716182494 x0:0.0002232202382959847 x1:0.8899318343388565 z:0.120660152459 
SN640: c:0.110344442701646 mwebv:1.3589427717240268 t0:58572.86266018068 x0:0.00017654943526597126 x1:0.5866414640825335 z:0.130882693837 
SN641: c:-0.05422499909183598 mwebv:0.023710110355471672 t0:58656.843531586215 x0:0.0002327409695766696 x1:-0.568141209024676 z:0.143053891905 
SN642: c:0.20985720759764703 mwebv:0.08151894465920424 t0:58631.20174700678 x0:0.0001536707531975489 x1:0.23731414209618062 z:0.140199326116 
SN643: c:0.08262837906828402 mwebv:0.38230225901114034 t0:58893.25024738872 x0:0.00025252088723561267 x1:-0.9080446265303097 z:0.144611278915 
SN644: c:-0.03330978059810574 mwebv:0.020491078673490638 t0:58729.182139717464 x0:0.00040885420688411666 x1:0.32452552028328174 z:0.118977426711 
SN645: c:-0.020366667113370873 mwebv:0.15827977227042495 t0:58725.95527422198 x0:0.00039781852052267225 x1:-0.046691021099450225 z:0.0982997226201 
SN646: c:-0.18055820338842432 mwebv:0.060692613995232604 t0:58679.13499934665 x0:0.0010506395607750552 x1:-0.4235776405310121 z:0.0625627820583 
SN647: c:0.14758361348090343 mwebv:0.08331799903488309 t0:58634.62796658606 x0:0.00080852315325805 x1:0.2470040784449652 z:0.0856496399477 
SN648: c:0.026626343948936704 mwebv:0.8268174736783191 t0:58745.7591717332 x0:0.0004372612924371054 x1:-0.10528774324639212 z:0.082196771999 
SN649: c:0.07515052979513648 mwebv:0.02354336136239096 t0:58902.01346834963 x0:0.00014599694433213573 x1:0.2283498632398402 z:0.133101391604 
SN650: c:0.06797362006442498 mwebv:0.03391976547033753 t0:58602.39406118187 x0:0.0005776127306851222 x1:-0.3261066213634636 z:0.0869873486917 
SN651: c:-0.02518093629270446 mwebv:0.11914634750522711 t0:58626.83253293134 x0:0.0003892884546098386 x1:0.3850101644110566 z:0.10851093876 
SN652: c:-0.058536251207369716 mwebv:0.3685357866060964 t0:58834.851889393314 x0:0.0005299637594428305 x1:0.17111071655651688 z:0.086541330193 
SN653: c:-0.0792489594992496 mwebv:0.06422797047458617 t0:58648.61792518763 x0:0.0005361423176797828 x1:-0.11921828167526893 z:0.0895443414013 
SN654: c:0.06837604584674217 mwebv:0.013198785546141588 t0:58748.0424486763 x0:0.0001169035420125027 x1:-0.827928682704886 z:0.144062325754 
SN655: c:0.07837831119251337 mwebv:0.0965927357826347 t0:58646.94747397097 x0:0.001061786049990824 x1:-1.9222806830476231 z:0.0590384369053 
SN656: c:-0.10768867179916697 mwebv:0.14209109200361003 t0:58640.54235186311 x0:0.0005394056995246932 x1:0.3011522609307664 z:0.0849366476069 
SN657: c:-0.058780195315542905 mwebv:0.050188144348586705 t0:58647.77704900891 x0:0.00039043474089625304 x1:-0.158518913687284 z:0.102691637234 
SN658: c:0.06129096439351622 mwebv:0.040525795401738895 t0:58850.97367776591 x0:0.0002136156078548521 x1:0.15091132439906385 z:0.123507231784 
SN659: c:0.19947324184985105 mwebv:0.18164683746405713 t0:58797.09275608483 x0:0.0003605673448447857 x1:0.30179647218488137 z:0.100746787666 
SN660: c:-0.034949352478434115 mwebv:0.022151932174495417 t0:58728.39807833044 x0:0.0002473001581499685 x1:0.5015395552984474 z:0.147832633054 
SN661: c:-0.031306101257222 mwebv:0.038089434616555236 t0:58580.362605930146 x0:0.00018724999731359272 x1:-0.7827176288581148 z:0.102987844222 
SN662: c:-0.0860942806092666 mwebv:0.184095110770491 t0:58869.68716042805 x0:0.0003225818832756845 x1:-0.558256379325111 z:0.104739647992 
SN663: c:0.03979719211329691 mwebv:0.10688101274202741 t0:58598.9321984903 x0:0.0002281291025082906 x1:0.7469387351591945 z:0.132496615963 
SN664: c:0.12170211698087785 mwebv:0.04648119163349816 t0:58816.84714115763 x0:0.00020079262297433866 x1:0.5940807188360431 z:0.121604272834 
SN665: c:0.12160764896409493 mwebv:0.1264731014168704 t0:58796.68375702256 x0:0.00037669886234606355 x1:-0.5970405768021259 z:0.11329206356 
SN666: c:0.02713820105296172 mwebv:0.14571796904476397 t0:58888.726939475026 x0:0.00023744272956752378 x1:-0.6257632181604951 z:0.131382490728 
SN667: c:-0.04229539641234625 mwebv:0.06532939264800422 t0:58662.12966528336 x0:0.0004920737280033724 x1:-0.6874311591051292 z:0.104770574068 
SN668: c:-0.10319358083116104 mwebv:0.014901114746836008 t0:58686.68163738531 x0:0.00023958583983125996 x1:1.2779715754177996 z:0.102816810216 
SN669: c:-0.08631154297078902 mwebv:0.14653986776182004 t0:58682.84869531605 x0:0.00022499922407073826 x1:0.6082964050251043 z:0.13997770528 
SN670: c:0.15046051244512482 mwebv:0.07686079149555614 t0:58798.26930413951 x0:0.0003390951102561186 x1:0.8393311897721754 z:0.09808832617 
SN671: c:-0.05845779262771966 mwebv:0.8650774424974768 t0:58918.16238027476 x0:0.0004948986113474122 x1:-0.7700531653973384 z:0.0788699594822 
SN672: c:0.03776993301432796 mwebv:0.046566989714848586 t0:58675.69243662218 x0:0.0001378064141234812 x1:-1.0246108853839213 z:0.148727485371 
SN673: c:0.18489850325376134 mwebv:0.05200574294849463 t0:58788.91904523391 x0:0.00015628246885020372 x1:-1.0190997044841532 z:0.129402904566 
SN674: c:-0.11996311950555061 mwebv:0.13558666168612604 t0:58586.87856838526 x0:0.00019106118421926928 x1:-0.3037560343457022 z:0.127947637152 
SN675: c:0.113676741614257 mwebv:0.11647000353809565 t0:58748.470919395906 x0:0.0003363417320087224 x1:-0.16793462518511992 z:0.10892732081 
SN676: c:0.04047685295840475 mwebv:0.1949673959433535 t0:58792.30481098433 x0:0.0010607056579739207 x1:0.3064339368353899 z:0.0533843547701 
SN677: c:0.08012187366420687 mwebv:0.021148180776967486 t0:58597.60693182454 x0:0.0004134489906369427 x1:-1.606810624292376 z:0.116950294061 
SN678: c:0.023769631098153887 mwebv:0.04943857985690463 t0:58864.39057939297 x0:0.00078540198067083 x1:-1.02111702218952 z:0.0728593694806 
SN679: c:-0.00393387245503618 mwebv:0.026901114817932385 t0:58565.03005176007 x0:0.00039217838113660304 x1:0.6799680995297708 z:0.107156521967 
SN680: c:-0.12031242799533626 mwebv:0.02343044276206541 t0:58642.60070529005 x0:0.00016218340787250854 x1:-0.6795185325057593 z:0.146793813741 
SN681: c:-0.04911136243382641 mwebv:0.03235607740363501 t0:58677.18800940736 x0:0.001506101421680002 x1:0.26718990260370346 z:0.0630491426379 
SN682: c:0.12427179520839182 mwebv:0.0182295552946461 t0:58614.78279154397 x0:0.0006917131279529534 x1:0.24351474838101295 z:0.0823510622537 
SN683: c:0.04322082686455353 mwebv:0.11667235313348424 t0:58590.55120000238 x0:0.0005627012990806404 x1:0.46781015621425315 z:0.0839254607858 
SN684: c:-0.003061643692803262 mwebv:0.26711633575056964 t0:58803.86451754707 x0:0.0045393606776138115 x1:0.571139112556418 z:0.033115625488 
SN685: c:-0.015620262742427116 mwebv:0.011390756005380458 t0:58680.19665893088 x0:0.0007918575871999565 x1:0.16681420898673327 z:0.0698533802189 
SN686: c:-0.02706477605420954 mwebv:0.08489091997291244 t0:58861.68321503842 x0:0.00033184776117150064 x1:0.8722654697956376 z:0.105841733911 
SN687: c:-0.06893137775806402 mwebv:0.02065042101441337 t0:58564.7539518417 x0:0.0002147945193114443 x1:-0.18794164315145245 z:0.140774552443 
SN688: c:-0.05764460937584204 mwebv:0.04178712292212532 t0:58793.386606325104 x0:0.00015563545205965595 x1:-0.6591268038008788 z:0.149515793838 
SN689: c:-0.04071335302659307 mwebv:0.3323078142465469 t0:58758.46463476793 x0:0.0002492777958027987 x1:0.5279084047555829 z:0.139973804791 
SN690: c:0.04450895370861119 mwebv:0.08107468438770718 t0:58676.65663642752 x0:0.00032045914225334044 x1:0.8953915480112218 z:0.0824958963655 
SN691: c:-0.05025459172515756 mwebv:0.03170894158533579 t0:58609.38374631535 x0:0.0005210823531813786 x1:-0.2583986733274948 z:0.102533906357 
SN692: c:-0.033931413300251734 mwebv:0.01817872784747622 t0:58879.90045495622 x0:0.006230239627793857 x1:-0.4783716068822059 z:0.0256080833529 
SN693: c:-0.05683418495495918 mwebv:0.5796965816547781 t0:58564.540191789805 x0:0.00022610271150600033 x1:-0.8789436652683142 z:0.1103695325 
SN694: c:-0.06552830586429081 mwebv:0.1580964753514243 t0:58720.03766143803 x0:0.000274416909920788 x1:-0.8413128964037355 z:0.107813719164 
SN695: c:-0.07469750542595488 mwebv:0.05243947564952876 t0:58701.29725721307 x0:0.00034547440198531056 x1:-0.10725485246552591 z:0.104330048959 
SN696: c:-0.08682021601348167 mwebv:0.03582347307464199 t0:58810.19117231065 x0:0.0002748524571069497 x1:-0.11685438803761539 z:0.114943915308 
SN697: c:-0.08877960701988918 mwebv:0.03880774439072528 t0:58758.19268280105 x0:0.000501063812447195 x1:-1.2637209730421817 z:0.0887507098096 
SN698: c:-0.09358119332978365 mwebv:1.9238031258577346 t0:58794.394125741775 x0:0.00011284041141089687 x1:-0.8281243094438917 z:0.145993587139 
SN699: c:0.07190851643658469 mwebv:0.4540002970454188 t0:58751.40379072998 x0:0.00018975844142031726 x1:0.0014937016367460032 z:0.106122664273 
SN700: c:-0.006780672058146919 mwebv:0.018132500958112738 t0:58621.872383334085 x0:0.0002348515091225022 x1:0.22274414195205106 z:0.113890188037 
SN701: c:-0.08175710566755612 mwebv:0.06836156499505955 t0:58850.08853799641 x0:0.00025353749538238347 x1:0.5908797277892295 z:0.130505981515 
SN702: c:0.0334385544537219 mwebv:0.01302466926236159 t0:58842.6306673712 x0:0.00017571540334438055 x1:-0.37453768654936503 z:0.134650450863 
SN703: c:-0.010736638305271828 mwebv:0.007454462266231766 t0:58576.24650433376 x0:0.0003426243496477016 x1:-0.2593290546170852 z:0.0995986410719 
SN704: c:0.010194367405389482 mwebv:0.3185577594420306 t0:58735.24870622022 x0:0.004866068330077771 x1:0.8763112243927171 z:0.0381403670086 
SN705: c:-0.13130878255924916 mwebv:0.020631832150692583 t0:58716.19298578504 x0:0.0001543352978770695 x1:-0.032931186871485885 z:0.139336529884 
SN706: c:-0.06362083312577926 mwebv:0.15888270442510877 t0:58920.17810497184 x0:0.001866870543399255 x1:0.6685522927838319 z:0.0569619279618 
SN707: c:0.20525516196670512 mwebv:0.0446896310235403 t0:58624.96266996451 x0:0.0001864759036535016 x1:0.23088711337988777 z:0.125974954036 
SN708: c:0.018860269239948657 mwebv:0.1283578676790914 t0:58695.0149888384 x0:0.0005465974521791202 x1:0.1937328620836536 z:0.0774808937739 
SN709: c:-0.09506764522003408 mwebv:0.14767702263296395 t0:58632.41419719265 x0:0.0011218807533555088 x1:-0.02384468974943399 z:0.0785089445529 
SN710: c:0.06129454662361011 mwebv:0.020455572788856433 t0:58623.16701736285 x0:0.00017526228599024817 x1:0.28679577419575697 z:0.143825376614 
SN711: c:-0.08286469745937453 mwebv:0.13555110366009315 t0:58590.87769445799 x0:0.00033079495761332786 x1:-0.5424982866861816 z:0.106633099466 
SN712: c:-0.043236192102675375 mwebv:1.5311748129467433 t0:58917.34113043211 x0:0.000305832803409718 x1:0.038193282718190336 z:0.134842634149 
SN713: c:0.007449351421201733 mwebv:0.2926379533343352 t0:58582.61761859587 x0:0.0008343855816752195 x1:0.2864861008056696 z:0.0651772517906 
SN714: c:0.033343540353883316 mwebv:0.10182214352309443 t0:58811.81490536864 x0:0.003159574308516638 x1:0.027788378621274923 z:0.039312721125 
SN715: c:-0.0695909245074704 mwebv:0.054104086957043995 t0:58609.62483942419 x0:0.00019821997243197432 x1:-0.2856073050264749 z:0.106583048185 
SN716: c:0.05563761314426152 mwebv:0.013913113890261173 t0:58683.70222853132 x0:0.00042442551004636547 x1:0.24974549010693048 z:0.0942326232092 
SN717: c:-0.015688669434632097 mwebv:0.07624767999242867 t0:58724.45135986196 x0:0.0012765553396372504 x1:0.875487313777124 z:0.0476272386563 
SN718: c:0.18488940958237476 mwebv:0.0966827551728566 t0:58828.21535956132 x0:0.00034656609039528986 x1:0.8383567395894644 z:0.118313559542 
SN719: c:-0.10507221686066259 mwebv:0.02624378169003465 t0:58644.54994347982 x0:0.0012005817332599322 x1:0.752288048677213 z:0.0725252095627 
SN720: c:-0.02658940729370851 mwebv:0.1873696919287181 t0:58832.806002820565 x0:0.00020477924525222436 x1:-0.03347344856706158 z:0.137500977639 
SN721: c:0.029621908678390874 mwebv:0.027624281768912573 t0:58772.90838625689 x0:0.0022921893213975436 x1:0.07530232926490799 z:0.0532258709333 
SN722: c:-0.08072795474671235 mwebv:0.12032712598143602 t0:58689.792106254135 x0:0.0002956722708495254 x1:0.05046281272591102 z:0.117662620891 
SN723: c:-0.0940411611723233 mwebv:0.30006148338106725 t0:58621.13378359804 x0:0.0003136821164336304 x1:-0.527314980065412 z:0.120676849481 
SN724: c:-0.005544653536535105 mwebv:0.08681929765784298 t0:58707.30533920127 x0:0.00024083099673081473 x1:0.8227096980321189 z:0.130477870501 
SN725: c:0.08089450446736679 mwebv:0.01202662017471502 t0:58877.959463184605 x0:0.0001712994062324621 x1:0.24611804653383285 z:0.146779831251 
SN726: c:-0.012941669221609331 mwebv:0.1678345358656369 t0:58587.92990023531 x0:0.00022552313143100284 x1:-1.6178461375898843 z:0.123445765914 
SN727: c:0.09267876967411937 mwebv:0.020927652889109312 t0:58761.82065096202 x0:0.0005193007676690288 x1:1.0058897858040723 z:0.101697030717 
SN728: c:-0.06385392366253217 mwebv:0.03464087143755903 t0:58567.54757291214 x0:0.0004766075690056659 x1:-0.020665788639193217 z:0.102699256102 
SN729: c:0.14480230797101523 mwebv:0.18750605031432493 t0:58680.27918889626 x0:0.0005164891008457924 x1:-0.7069067918469956 z:0.115324477109 
SN730: c:-0.03738997298058511 mwebv:0.4165323221991802 t0:58755.46421572762 x0:0.0001780644908124315 x1:0.10078828848973265 z:0.133745161388 
