SN1: c:0.0038398644787018717 mwebv:0.6368299677757563 t0:58678.49818488358 x0:0.0035094158989326823 x1:0.13050485160332306 z:0.03826458442501344 
SN571: c:-0.21423115719918073 mwebv:0.04550219770712569 t0:58707.37530801802 x0:0.005165292413266216 x1:-0.1795701999453235 z:0.06394843491793277 
SN572: c:-0.030527638684563634 mwebv:0.11136979883478261 t0:58844.2044397555 x0:0.00031050240042879845 x1:0.06339225784594472 z:0.1283088434106618 
SN573: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN574: c:-0.020797515054111537 mwebv:0.012939258459242342 t0:58597.11059790116 x0:0.00023641331020798 x1:0.16033508700867186 z:0.11837843790801125 
SN575: c:-0.0434225408788401 mwebv:0.021743907372023644 t0:58837.191223541 x0:0.0007540038986942917 x1:-0.11268364845404505 z:0.06863056455416083 
SN576: c:-0.014269318116869349 mwebv:0.10103610384659106 t0:58648.1099020224 x0:0.00015708045493884967 x1:0.07722582425601282 z:0.14475884949379592 
SN577: c:-0.10028884682776028 mwebv:0.02987026287618672 t0:58642.12279480582 x0:0.00019210042721046138 x1:0.12050234765671694 z:0.14251204354129887 
SN578: c:-0.10985677893864834 mwebv:0.10900556026998583 t0:58818.24683841703 x0:0.00021330843175682473 x1:0.06443393451368705 z:0.11280978322961051 
SN579: c:-0.03498046174060037 mwebv:0.03909893190741768 t0:58745.20699834461 x0:0.0005145031662730352 x1:-0.8058626325405327 z:0.10575456653445169 
SN580: c:0.034279115302790104 mwebv:0.03924746340053328 t0:58703.886131828884 x0:1.448870478469278 x1:-0.5094993864895607 z:0.14081288991257526 
SN581: c:-0.07445404574278489 mwebv:0.018489989299729385 t0:58719.801608131565 x0:0.00044719240028794684 x1:0.5041446944468481 z:0.10496794466928835 
SN582: c:-0.008084495656498242 mwebv:0.17336860983187746 t0:58930.66774827369 x0:0.000334430041276979 x1:0.6305037017050366 z:0.11551832422762617 
SN583: c:-0.03243223304197038 mwebv:0.008849749991942796 t0:58673.18741111093 x0:0.00024283311635348904 x1:0.03212637511297127 z:0.14337686174609 
SN584: c:-0.050568877513540327 mwebv:0.047461485106629175 t0:58697.92146425134 x0:0.00018777804259461576 x1:-0.5007400383087263 z:0.1253594885268711 
SN585: c:0.020159701364859 mwebv:0.1345807937766872 t0:58922.39183054887 x0:0.00023538519814687503 x1:0.02549048019145757 z:0.1388895499761001 
SN586: c:0.14868180995244548 mwebv:0.15327922252967396 t0:58844.45202375166 x0:0.0003066215235741911 x1:-0.4186238313336353 z:0.1209008915755147 
SN587: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN588: c:0.013739049842706248 mwebv:0.04591402721774346 t0:58727.091315662896 x0:0.0003026980710906793 x1:0.12432147626158001 z:0.12827584397375 
SN589: c:-0.13006347281381178 mwebv:0.11137555554916836 t0:58777.14362334019 x0:0.00017074673661302236 x1:0.22206412758087385 z:0.14964759736200703 
SN590: c:-0.019356562472050438 mwebv:0.052700614815749065 t0:58768.527648855576 x0:0.00018111488598675582 x1:0.5447467233977324 z:0.14848769345557364 
SN591: c:-0.04585782471277464 mwebv:0.08813366158958987 t0:58727.18045777938 x0:0.00047145679076590846 x1:0.3861190617060245 z:0.07458318801240478 
SN592: c:-0.013128297287704186 mwebv:0.2291291331169395 t0:58597.5907825915 x0:0.00015494370092200774 x1:0.06788550093918955 z:0.1458998776674134 
SN593: c:0.15259618711202763 mwebv:0.028602764791572418 t0:58750.10433980535 x0:0.0003891106373683995 x1:-0.5046096370874701 z:0.12497031376168877 
SN594: c:0.01674244377858523 mwebv:0.029558178284184507 t0:58660.06508220417 x0:0.00038121365658063273 x1:0.310715868773426 z:0.11882424254304755 
SN595: c:0.06211821184597325 mwebv:0.08723076884647116 t0:58938.24923021856 x0:0.00039040564095494117 x1:-0.04026878744289884 z:0.1208771844286805 
SN596: c:0.012061747109254856 mwebv:0.04506908155064849 t0:58808.01457979977 x0:0.00017721878540399814 x1:0.1443099488132626 z:0.14772408636021028 
SN597: c:-0.01422551335577574 mwebv:0.03135220877723692 t0:58821.3580222778 x0:0.00032675226389561356 x1:-0.01245308213084648 z:0.10983616629514528 
SN598: c:-2.639258046988167 mwebv:0.03058276801058922 t0:58650.60783237316 x0:1.0853915176350405e-05 x1:0.032479736402390186 z:0.125613917895827 
SN599: c:-0.0411906139770302 mwebv:0.1152164638727754 t0:58584.92048075704 x0:0.0004028257015821548 x1:0.35491074444020704 z:0.11619924781913454 
SN600: c:-0.05594686464716863 mwebv:0.012813359409552229 t0:58738.774658427516 x0:0.000225541810654518 x1:0.6499101816535008 z:0.14245075222198422 
SN601: c:0.06414796859379192 mwebv:0.17991698725014132 t0:58793.23047408706 x0:0.0004934785075542048 x1:0.6282126712166088 z:0.09460488220017449 
SN602: c:-0.054553159373498146 mwebv:0.01370966414452908 t0:58792.298457073644 x0:0.0014473452261140752 x1:-0.2222506931579269 z:0.04039806287004444 
SN603: c:-0.24915203255327983 mwebv:0.3186946498031642 t0:58775.39415241546 x0:0.0006097657939314043 x1:0.15045524182264217 z:0.12429714319168159 
SN604: c:-0.01118799118023004 mwebv:0.11327396531268871 t0:58817.2647798733 x0:0.0005043302674566055 x1:0.02839382737353692 z:0.13796598829075687 
SN605: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN606: c:-0.04409529743918928 mwebv:0.04047757359415572 t0:58893.4633597757 x0:0.004505624377860325 x1:0.11230088566682775 z:0.037079140945929775 
SN607: c:-0.05852405867223359 mwebv:0.08724550541842753 t0:58594.41902196038 x0:0.00019185822449980472 x1:0.4142117839203629 z:0.11627019368242669 
SN608: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN609: c:-0.051625188286382344 mwebv:0.1984119325645306 t0:58580.6419211992 x0:0.0016942917427347445 x1:0.08039329990068562 z:0.04035788069216019 
SN610: c:0.13488881887470142 mwebv:0.04296679100039646 t0:58770.71582388823 x0:0.00025881132334340626 x1:0.22991320616929306 z:0.14335912826259212 
SN611: c:0.35418604140558174 mwebv:0.04296833894677769 t0:58883.08856155326 x0:9.71540826734154e-05 x1:-2.394097837697382 z:0.10892625750290136 
SN612: c:-0.008687577789505636 mwebv:0.03486157015073947 t0:58660.00490209102 x0:0.0009281071514356776 x1:-1.0763209820374642 z:0.07574218601375225 
SN613: c:0.0015142193017623812 mwebv:0.10223844042064695 t0:58584.53463411213 x0:0.0002599862306609968 x1:-0.11646368011928292 z:0.12494680654373316 
SN614: c:0.08155110036987737 mwebv:0.053655495668420254 t0:58667.69980509672 x0:0.0006799993803678261 x1:0.2536549294564177 z:0.08007102806087468 
SN615: c:-0.04126614335424113 mwebv:0.12203712337639727 t0:58675.62857018406 x0:0.0003194360984778716 x1:0.7934834374929618 z:0.12559511313053828 
SN616: c:-0.1391002386320014 mwebv:0.1293737928696731 t0:58568.60588112201 x0:0.00026084603601319987 x1:0.1461149489359969 z:0.12755311881443326 
SN617: c:-0.0141778267093831 mwebv:0.15635915871686512 t0:58763.73420714568 x0:0.0003723353162088042 x1:-0.02633496009646713 z:0.11446122576261808 
SN618: c:-0.19019516102513837 mwebv:0.06615115439785757 t0:58880.24290003462 x0:0.0002153098475271921 x1:-8.885066116615566e-05 z:0.1471255795980225 
SN619: c:0.012695002427174905 mwebv:0.0896676797820327 t0:58876.647374505104 x0:0.00048519280716726625 x1:-0.010384230235940758 z:0.13970411778261627 
SN620: c:-0.0371243037928551 mwebv:0.0741845532735475 t0:58723.107401594796 x0:0.000492884529752467 x1:0.5874451861251834 z:0.0977037118105062 
SN621: c:-0.022827569870330192 mwebv:0.5691720107850176 t0:58611.80982012768 x0:0.0005771238857664127 x1:0.048922116658876136 z:0.12585892984956956 
SN622: c:0.1102692267797477 mwebv:0.014406938797938359 t0:58760.13131520779 x0:0.0003871207393545941 x1:-0.3662405450521055 z:0.10605188959733558 
SN623: c:0.22659468469524155 mwebv:0.10895627399123033 t0:58684.6346302199 x0:0.0003263223058330081 x1:-0.44321373293907046 z:0.1272228594866613 
SN624: c:-0.03126279733500457 mwebv:0.01950581457287425 t0:58646.336319349204 x0:0.0009009681751251588 x1:1.204186557369083 z:0.07701467693795931 
SN625: c:-0.10321368656660464 mwebv:0.269572246499397 t0:58859.99366177069 x0:0.0006051953125444707 x1:-0.0746162389736639 z:0.08686158124921604 
SN626: c:-0.013595383437614229 mwebv:0.22708230294181253 t0:58616.76528965889 x0:0.0004517899867596621 x1:0.17188382700485438 z:0.10255952803718532 
SN627: c:0.043611108668693215 mwebv:0.03697001804580455 t0:58731.68016371316 x0:0.0003630712211109733 x1:-0.05344857327963634 z:0.12529205443648184 
SN628: c:0.010844243462217032 mwebv:0.08502962250353885 t0:58717.106239432665 x0:0.0003637016158597708 x1:-0.30514906638633443 z:0.10614673096666906 
SN629: c:-0.07532876733862219 mwebv:0.26914509544021814 t0:58883.496895669174 x0:0.0009101105191407111 x1:0.48108997445894636 z:0.06899800209994932 
SN630: c:-0.18389595775970052 mwebv:0.2970703584088462 t0:58908.664704959105 x0:0.0005388897879549876 x1:0.613033945610315 z:0.09869353166233658 
SN631: c:-0.07606571073581371 mwebv:0.0563748841317825 t0:58896.43234142066 x0:0.00033558802530908756 x1:0.03293946496150549 z:0.12602908712071467 
SN632: c:0.002102861722084619 mwebv:0.15709325332647628 t0:58930.67747936022 x0:0.00025827050216332335 x1:-0.07408596882712973 z:0.12072096322185662 
SN633: c:-0.023843169103115177 mwebv:0.015364946264271043 t0:58797.75251615175 x0:0.0002575820910236071 x1:0.1407655117692238 z:0.13374880540155445 
SN634: c:-0.0038516130540107918 mwebv:0.08288992571816167 t0:58718.41419746155 x0:0.0002765911419802053 x1:-0.27584066278994085 z:0.13316011833088434 
SN635: c:0.00022472851128945708 mwebv:0.09461608946735453 t0:58620.77236948974 x0:0.00030664212357960676 x1:-0.22186691470175096 z:0.1260605876728046 
SN636: c:-0.017887014318196264 mwebv:0.044943834207755995 t0:58834.71624813445 x0:0.0007919983972653411 x1:0.006751003625417799 z:0.11876321543276079 
SN637: c:-0.05435825687545601 mwebv:0.07281053692845023 t0:58762.976736611105 x0:0.0001919676970686023 x1:0.4131259157532369 z:0.13528665921654273 
SN638: c:-0.01692251486269734 mwebv:0.08157589430474244 t0:58577.95645495727 x0:0.00021049201226381955 x1:0.24928439407577357 z:0.13743115419826515 
SN639: c:-0.03997142565764555 mwebv:0.018456746448084215 t0:58906.23253274748 x0:0.0024105713077894587 x1:0.2435999918248745 z:0.051965885242735016 
SN640: c:-0.00539638480889276 mwebv:0.14144209455200407 t0:58592.32150928008 x0:0.0003712628931934288 x1:0.343483779356101 z:0.1316727473480342 
SN641: c:0.02653177125353999 mwebv:0.04057392969028939 t0:58916.979432895496 x0:0.0003126169779715238 x1:0.09152414538367197 z:0.12152296311898861 
SN642: c:-0.046181254548255155 mwebv:0.1350196301324747 t0:58688.854368543325 x0:0.00014580427505436172 x1:-0.9042173408837502 z:0.13026013189208416 
SN643: c:-0.07435455976748535 mwebv:0.08193453065643808 t0:58670.532156791625 x0:0.0003669717616619127 x1:0.2908281941568532 z:0.11153118877883657 
SN644: c:-0.04805928334903843 mwebv:0.5604057028997198 t0:58917.22666121086 x0:0.00045889514678156527 x1:0.04126244022309916 z:0.1269922569340298 
SN645: c:0.06909690192730321 mwebv:0.05907657236674928 t0:58902.660641258146 x0:0.006556976687538824 x1:0.3918603271681639 z:0.028872164651084043 
SN646: c:-0.015773160067977115 mwebv:0.1391032167559103 t0:58818.19285618889 x0:0.0002776564406541431 x1:0.25750329669658106 z:0.11669446551891641 
SN647: c:0.04585235430540976 mwebv:0.009624917253571744 t0:58707.34877467426 x0:0.0003223736398235885 x1:0.3997630208654829 z:0.1257775348400085 
SN648: c:-0.09893186636342606 mwebv:0.09575607292632426 t0:58768.82941911218 x0:0.004715883584161257 x1:-0.9430178358829073 z:0.0378012427613678 
SN649: c:-0.03144892042107815 mwebv:0.07594494456739079 t0:58772.994637539974 x0:0.0002219886770581565 x1:0.16860219929168646 z:0.14814754400517474 
SN650: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN651: c:-0.21726014996318682 mwebv:0.015493679360855349 t0:58899.21621550825 x0:0.0004237512556611573 x1:0.48353261821826693 z:0.12878108661906082 
SN652: c:-0.05705136309959816 mwebv:0.035828537624870115 t0:58734.703636557984 x0:0.000623392124175991 x1:-0.07636392506552239 z:0.08912871204427557 
SN653: c:-0.1817752887557696 mwebv:0.02769551195960246 t0:58886.30541896957 x0:0.0002551897333090524 x1:0.16534021801983018 z:0.13470796145189948 
SN654: c:-0.24884746416092307 mwebv:0.13280691740540218 t0:58645.244271979536 x0:0.0035951227106870705 x1:-0.2666381449532373 z:0.13543609237059903 
SN655: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN656: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN657: c:-0.0741600722347023 mwebv:0.022118331241123255 t0:58850.36096506024 x0:0.000917557631491025 x1:0.09303338706634362 z:0.07870456802394381 
SN658: c:0.08013797962923452 mwebv:0.017015014667987834 t0:58756.243217163945 x0:0.00035472566661957276 x1:-0.3159862645958627 z:0.12275978993378303 
SN659: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN660: c:0.02420306121754715 mwebv:0.05105955398757257 t0:58964.49367948371 x0:0.044871186099089945 x1:0.06820194378545662 z:0.11728895908294898 
SN661: c:-0.035560173964902825 mwebv:0.6090229876968337 t0:58731.974343670714 x0:0.00030255581602389514 x1:0.09757401173098523 z:0.1496475751029506 
SN662: c:-0.043787864145192 mwebv:0.09956204405500783 t0:58836.969403632305 x0:0.0005445543428249516 x1:0.31066534406243246 z:0.09169500019344606 
SN663: c:0.04659609224518367 mwebv:0.00807492240168405 t0:58734.32286206913 x0:0.0004164460656001765 x1:0.0031024856444306073 z:0.13858843028627058 
SN664: c:0.03631341870132131 mwebv:0.010281872658728602 t0:58934.52980515326 x0:0.0004021879283401237 x1:0.2559907531399611 z:0.10131618586674182 
SN665: c:0.024235533121756008 mwebv:1.1025179851811884 t0:58687.50695358146 x0:0.006841394668187503 x1:38.2214800987984 z:0.08371310367801149 
SN666: c:-0.015240121325708822 mwebv:0.051811047928471375 t0:58819.83453832647 x0:0.00032006099611829467 x1:0.1557806631720213 z:0.10303689848688366 
SN667: c:0.04793457977957792 mwebv:0.09765984848212698 t0:58802.84188858108 x0:0.0003222892352425018 x1:0.1778510837193482 z:0.1088109676386932 
SN668: c:0.15741842564872907 mwebv:0.03991424200099382 t0:58604.22309670932 x0:0.0002840421887165407 x1:0.29444981571649165 z:0.1126485297751918 
SN669: c:-0.02479888674558588 mwebv:0.16928954850966532 t0:58717.69534826646 x0:0.0006306132035116946 x1:0.7558704729456736 z:0.0803562700135251 
SN670: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN671: c:-0.02309875350842283 mwebv:0.22247610283634803 t0:58704.6891226831 x0:0.0005003622987368343 x1:-0.4397424948575461 z:0.10817474425560311 
SN672: c:-0.04798922749818679 mwebv:0.2293859294426845 t0:58920.01423458734 x0:0.00010126988536979043 x1:-6.632101146688698 z:0.12917712037810825 
SN673: c:0.08471752445298793 mwebv:0.006568408043801731 t0:58730.62073234779 x0:0.0007049652152934072 x1:-0.5643076514607184 z:0.07328069622428929 
SN674: c:0.0018134621726244458 mwebv:0.21419015570501584 t0:58721.54963949941 x0:0.00017887881073158274 x1:0.05592416418851068 z:0.13164372106671815 
SN675: c:0.0474693896731124 mwebv:0.015052144593082467 t0:58730.702479369196 x0:0.0008522250822428602 x1:-0.7540030984613342 z:0.07487803793918966 
SN676: c:-0.03068631118740321 mwebv:0.008781433345464912 t0:58711.048134206365 x0:0.0004302835264008876 x1:0.01905299720122123 z:0.09368195268635543 
SN677: c:-0.022331495104436723 mwebv:0.014443284952851531 t0:58728.57856755941 x0:0.00022046062295599103 x1:0.047321152294225864 z:0.11905064123949272 
SN678: c:-0.03164651529836233 mwebv:0.16976540543538657 t0:58836.461756991994 x0:0.0007539838924147047 x1:-0.007945722327703093 z:0.09092326167055303 
SN679: c:0.08688218195917714 mwebv:0.1443185168625575 t0:58710.72357028028 x0:0.00039175973421101305 x1:-0.21889138625829205 z:0.1071589011037287 
SN680: c:-0.20197119227291166 mwebv:0.014374632192272465 t0:58853.77332523601 x0:0.0006330817266483835 x1:0.4458103179973723 z:0.09851919840453624 
SN681: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN682: c:0.03730842491634112 mwebv:0.07760129027862817 t0:58645.984664521755 x0:0.0003058168612089308 x1:-0.057964676949549064 z:0.12577410943908515 
SN683: c:-0.022420582000912258 mwebv:0.04459971720416665 t0:58594.14192085451 x0:0.00018126726927509326 x1:0.2554686041473119 z:0.14069544173145862 
SN684: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN685: c:-0.036280086912738554 mwebv:0.1419402583405753 t0:58760.367356432034 x0:0.000434839780541542 x1:-0.18063670244852723 z:0.11906464274426 
SN686: c:0.049724437634450426 mwebv:0.01864431791559982 t0:58758.278789746335 x0:0.0001699489516357519 x1:0.16623980842813504 z:0.14923772917800204 
SN687: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN688: c:-0.06759354819338106 mwebv:0.01062440922485113 t0:58699.58009533147 x0:0.0009420738389549557 x1:0.4249574139948977 z:0.06458637490458784 
SN689: c:-0.0018913715466031338 mwebv:0.15301313109125278 t0:58626.88208003919 x0:0.0002073323100398699 x1:0.08840910114413368 z:0.12072709329263526 
SN690: c:0.08348082259498539 mwebv:0.019629500770234745 t0:58771.94283141504 x0:0.0002632381943095136 x1:-0.3333114539971557 z:0.12430653551278573 
SN691: c:0.017842051410724518 mwebv:0.03173869695206627 t0:58756.77829459957 x0:0.0001396683182628564 x1:-0.013462278237789943 z:0.1396153641789266 
SN692: c:-0.001982693009300373 mwebv:0.019865515339753288 t0:58842.341321683016 x0:0.00026325271442285394 x1:0.20099755436371466 z:0.08530291338708365 
SN693: c:-0.2022798175291487 mwebv:0.09524792399408163 t0:58589.656077758445 x0:0.002090362716125726 x1:-0.01287887872271026 z:0.11355357490038699 
SN694: c:0.0757023194801383 mwebv:0.06648122492934601 t0:58705.79974321944 x0:0.0005214756200132624 x1:0.28262339585962676 z:0.07486321092664502 
SN695: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN696: c:0.028486412004328703 mwebv:0.0722575379791052 t0:58602.78976952779 x0:0.0003577540044179309 x1:0.10551158535570797 z:0.1309683583346162 
SN697: c:-0.013307892808620634 mwebv:0.13088190336811978 t0:58850.66753512683 x0:0.0007962288907049066 x1:0.14769787754550961 z:0.1413425241730376 
SN698: c:0.028829309343458603 mwebv:0.14969537333976746 t0:58835.012276709225 x0:0.0002369017161040777 x1:0.2767405180526476 z:0.14856003258143755 
SN699: c:-0.06265225441907163 mwebv:0.013194608942439574 t0:58661.881923135305 x0:0.000637998789556414 x1:0.6759411443981919 z:0.054991847133586506 
SN700: c:0.0703916042048814 mwebv:0.043384130317873436 t0:58602.053263510665 x0:0.0007358320600237474 x1:-0.4641285432856079 z:0.09360057691117923 
SN701: c:0.0264467316217347 mwebv:0.043948855660553295 t0:58854.23646237974 x0:0.0016824893304659572 x1:0.4519083416165463 z:0.052111921143342566 
SN702: c:0.08822464308158813 mwebv:0.10060974043241534 t0:58646.03693497149 x0:0.00018524092434552865 x1:0.1297605050241335 z:0.12385966327806208 
SN703: c:-0.011394573595881542 mwebv:0.014262015654514362 t0:58588.44286691623 x0:0.0003560311582526043 x1:0.6588703545680171 z:0.11148049571724472 
SN704: c:-0.0056074795086474135 mwebv:0.1322697731013604 t0:58577.670564880886 x0:0.00014601049551926946 x1:-0.10465933582458459 z:0.14086752749473444 
SN705: c:-0.1112090835747933 mwebv:0.015912202071263735 t0:58903.59292481154 x0:0.0005738331795798543 x1:0.8557044656408888 z:0.0809205267001061 
SN706: c:0.1859516183403898 mwebv:0.11253604943910203 t0:58905.75197753966 x0:0.0006013033039254488 x1:0.21444364668290058 z:0.08702612667754092 
SN707: c:0.008180210419114209 mwebv:0.08973018943787171 t0:58810.11284654737 x0:0.00148796443868022 x1:1.0932947098069454 z:0.05043824402586633 
SN708: c:-0.09617838007171643 mwebv:1.1241630806872478 t0:58753.152409839335 x0:0.062051256249309 x1:0.09251609771334277 z:0.13701485474695757 
SN709: c:-0.05777179473353749 mwebv:0.012787116445049375 t0:58714.95959620006 x0:0.0003824344448503635 x1:-0.031048850735706644 z:0.12778413234167313 
SN710: c:-0.001312740401519423 mwebv:0.08136204636539786 t0:58827.07284691732 x0:0.0002936135606502941 x1:0.15466358183700435 z:0.1371551861210187 
SN711: c:-0.040403538778036055 mwebv:0.020984730252701728 t0:58683.70212442206 x0:0.00021310820996287626 x1:0.37490160120110105 z:0.14686648173607786 
SN712: c:0.1924738886443744 mwebv:0.1373684204546518 t0:58879.37109229329 x0:0.001124320706213267 x1:-0.45119014950362496 z:0.08039918114095088 
SN713: c:-0.5217478189988901 mwebv:0.03515280654259613 t0:58664.81933947892 x0:0.0003271827571857311 x1:0.07556568214334476 z:0.1415617492583939 
SN714: c:-0.07068082773435366 mwebv:0.19764040699920077 t0:58580.56940530278 x0:0.0009321932335931017 x1:0.508486148027829 z:0.0754283632872961 
SN715: c:-0.05002883878191984 mwebv:0.059660528240226815 t0:58647.9020941585 x0:0.0029494692409793165 x1:-2.0355363221205995 z:0.0345833303158975 
SN716: c:-0.007419544138978061 mwebv:0.029087414189239432 t0:58667.690987393966 x0:0.0002446174139844066 x1:0.23425417410984242 z:0.13714546043687664 
SN717: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN718: c:0.025605234397158096 mwebv:0.10496330809965812 t0:58714.62904097056 x0:0.0006592811638830056 x1:-0.4590461867145715 z:0.08471834379059992 
SN719: c:0.1302058699418954 mwebv:0.014052296640473928 t0:58923.72664317922 x0:0.0005523912663463048 x1:0.08342147844024776 z:0.09629984941845177 
SN720: c:0.16691304337234145 mwebv:0.07459423195697991 t0:58621.88316351943 x0:0.4970418235028239 x1:0.39366033561707964 z:0.0026757221261279078 
SN721: c:-0.02773272135356367 mwebv:0.2520825624802029 t0:58646.403352950714 x0:0.0003741718726053081 x1:0.0984414410863122 z:0.11374605420666101 
SN722: c:0.004515347232455856 mwebv:0.054627143177338314 t0:58661.01775261451 x0:-0.2372969661146236 x1:-0.26198364563809645 z:0.12357573470017402 
SN723: c:0.054334267266300786 mwebv:0.04613525969651848 t0:58651.14510292453 x0:0.00019443322330319043 x1:0.00866655179765455 z:0.13739112989206786 
SN724: c:0.034989430722521794 mwebv:0.043032472926203436 t0:58867.74172103771 x0:0.0003171874969142371 x1:0.06621174366245394 z:0.10025943199380852 
SN725: c:-0.4753773299731059 mwebv:0.019032303358455557 t0:58678.95900261565 x0:0.0016456779366693659 x1:1.2357257425472905 z:0.1475736100525728 
SN726: c:0.25407820619411486 mwebv:0.12797073284448432 t0:58592.435122875955 x0:0.006684750774328164 x1:0.3452254171718549 z:0.025559578158761573 
SN727: c:-0.1545530070015222 mwebv:0.03257979173275293 t0:58717.10888010602 x0:0.0003398765079617855 x1:0.23096943492660651 z:0.12491045243712351 
SN728: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN729: c:0.034691160287841465 mwebv:0.013670408655974103 t0:58677.07938278366 x0:0.00020893883245737163 x1:0.15528940127336308 z:0.11862114114768607 
SN730: c:0.12934715527400323 mwebv:0.02999323776971754 t0:58592.87814704144 x0:0.00015259521909793746 x1:-0.3940386625716688 z:0.1371390566230818 
SN731: c:-0.003021497223203311 mwebv:0.009068715134518308 t0:58590.43258371016 x0:0.00031961716930086365 x1:0.09252061617564161 z:0.09503419355145709 
SN732: c:-0.047092862898106914 mwebv:0.06264281394614968 t0:58904.800307320045 x0:0.0003066744225227971 x1:0.16812288163608533 z:0.12244386252331384 
SN733: c:0.09561811249631189 mwebv:0.03261221556674494 t0:58628.33277822673 x0:0.00019105939518854854 x1:-0.20583502310704385 z:0.11369201581660121 
SN734: c:0.06582793299231439 mwebv:0.01297084848903988 t0:58580.49551849639 x0:0.00037026520056170835 x1:-0.17273330188132974 z:0.11935604096663646 
SN735: c:2.04296046378393e-05 mwebv:0.06460480069849851 t0:58918.04484819064 x0:0.0011003076238300224 x1:-0.31769666074195957 z:0.05861611041633015 
SN736: c:-0.052076815950868396 mwebv:0.00922246656228639 t0:58673.921906301235 x0:0.00031495021966926654 x1:-1.9210020122762985 z:0.10741044532519589 
SN737: c:0.01815286807199799 mwebv:0.01521035977869466 t0:58665.18488943921 x0:0.0005822172336810417 x1:-0.41269670110437046 z:0.08378120929433766 
SN738: c:-0.006625211781004181 mwebv:0.6735402447406237 t0:58626.35377819718 x0:0.000575618257504301 x1:-0.03199327629880384 z:0.13777272056512 
SN739: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN740: c:-0.009725234914414151 mwebv:0.08259788011310992 t0:58881.07380346297 x0:0.00047533035535247644 x1:0.13093241044662948 z:0.12571827408692213 
SN741: c:-0.009139573263444329 mwebv:1.5262953883149981 t0:58818.81496323165 x0:0.001304230465864575 x1:-15.119405979143313 z:0.1315690545891648 
SN742: c:0.08447581749315561 mwebv:0.13202914589837705 t0:58684.96101283142 x0:0.0005508048105890364 x1:-0.2333464051969965 z:0.08208241559377176 
SN743: c:-0.7170784122161145 mwebv:0.08109322493309933 t0:58631.20096316635 x0:0.010419213666577694 x1:-0.47097593134539584 z:0.0702334157523086 
SN744: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN745: c:-0.02823203453651613 mwebv:0.07596556260517914 t0:58836.75988002286 x0:0.00021415351134389878 x1:-0.4142543675556969 z:0.1329852682659286 
SN746: c:0.004986744327040437 mwebv:0.11869048908990416 t0:58689.5481676726 x0:0.0005256840173750232 x1:0.5538478372135917 z:0.07491906065943452 
SN747: c:-0.03599783383402831 mwebv:0.020830695735232434 t0:58776.90642886478 x0:0.00015440198606934646 x1:0.19181006846929358 z:0.13358923752741256 
SN748: c:0.05880858919191072 mwebv:0.5746916458401199 t0:58727.59163285066 x0:0.0022443868771876356 x1:-0.05541592852298315 z:0.05007639682008847 
SN749: c:0.043424324901324605 mwebv:0.01911473341922317 t0:58906.59053173118 x0:0.0002129459178493663 x1:0.1520215476889851 z:0.14728187974198745 
SN750: c:0.14635960743803078 mwebv:0.026789178962058798 t0:58916.180672789036 x0:0.00029732498414587207 x1:0.5412067483048535 z:0.1139586465502495 
SN751: c:-0.0006583290480932601 mwebv:0.6208216586638616 t0:58842.80152079549 x0:0.0006182980461117406 x1:-0.1724270285873393 z:0.1255353341998553 
SN752: c:-0.014931317826745056 mwebv:0.05036321253334229 t0:58825.295966519836 x0:0.0002914987973077491 x1:0.26641789961636836 z:0.13789021131063853 
SN753: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN754: c:0.00738104496684289 mwebv:0.02687125927922729 t0:58726.39888757435 x0:0.00011684885090399848 x1:-0.061235678698047226 z:0.14659173121846336 
SN755: c:-0.005782679768803918 mwebv:0.13736099881955816 t0:58733.07106307201 x0:0.000222969729852135 x1:0.2568858607616234 z:0.10619013453973644 
SN756: c:-0.041733499295932674 mwebv:0.5144112666204183 t0:58697.72114237482 x0:0.0005069697318561986 x1:0.32655127143792745 z:0.0985625092116894 
SN757: c:-0.03438551781880738 mwebv:0.02763328607388467 t0:58590.07787336825 x0:0.0002518766106084648 x1:0.0979783335450334 z:0.1317072361284588 
SN758: c:0.010173677529350523 mwebv:0.020890434333514254 t0:58593.63182188176 x0:0.00042149456173492633 x1:-0.3519050576803239 z:0.09315037840083605 
