SN1: c:-0.03505828984749131 mwebv:0.08863503500258732 t0:58791.83483856664 x0:0.0004068272780025446 x1:0.2283324691629908 z:0.13692890168899033 
SN630: c:-0.06492697948819082 mwebv:0.1719187269474466 t0:58749.27634667841 x0:0.000142304040300943 x1:0.5143091457531307 z:0.13840772418087574 
SN631: c:-0.04113994921170599 mwebv:0.04938690876948178 t0:58576.88376822002 x0:0.0007980399906845927 x1:-0.04848963526616408 z:0.07813245780837713 
SN632: c:0.057069556150628226 mwebv:0.010588956458193686 t0:58820.803241448244 x0:0.000252243070174465 x1:-0.061658632885541895 z:0.11528292038719029 
SN633: c:-0.030367067373434867 mwebv:0.17773309267319434 t0:58636.60622651247 x0:0.0006861280138105358 x1:0.2029485580524224 z:0.07665318075599675 
SN634: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN635: c:0.057930019586405056 mwebv:0.062286457401202165 t0:58770.21670522368 x0:0.00020098036341598623 x1:-0.2539458097219631 z:0.11310850224508184 
SN636: c:-0.24175120479999368 mwebv:0.11407767110294928 t0:58879.065365048016 x0:0.00026370542327803636 x1:-0.017500084988509985 z:0.10618649834379149 
SN637: c:-0.0055742583366177436 mwebv:0.01414272222641429 t0:58898.84649051901 x0:0.0005706679588311014 x1:-1.5210054461613405 z:0.124178958047408 
SN638: c:-0.052025249523826964 mwebv:0.08256772145178062 t0:58578.38631268337 x0:0.004606279801636494 x1:0.7483349800736392 z:0.02770022579058801 
SN639: c:0.0019418440406628321 mwebv:0.02260832110991049 t0:58719.210980744574 x0:0.0009603548248588796 x1:0.08963459692415464 z:0.08557838837812301 
SN640: c:-0.01328701417491111 mwebv:0.07156521707564398 t0:58881.515258888016 x0:0.00041953262993618104 x1:0.31735147274693976 z:0.07511073135143918 
SN641: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN642: c:-0.15653193288923017 mwebv:0.05336304309452636 t0:58762.83557549628 x0:0.0004065761304174341 x1:0.03873588097156208 z:0.11752851115138105 
SN643: c:-0.20197707416169805 mwebv:0.11226767026683018 t0:58709.076489606094 x0:0.0003715346105231708 x1:0.15231943250058197 z:0.09950324613539294 
SN644: c:0.16181129259079174 mwebv:0.0627154204935693 t0:58771.824001810586 x0:0.0005706446111839383 x1:0.6613547781348214 z:0.08108381969466742 
SN645: c:-0.020441202104779507 mwebv:0.07517789565820028 t0:58934.49735657611 x0:0.0006352844220635495 x1:-0.06068702664523943 z:0.09900004205145806 
SN646: c:0.0026599146871179946 mwebv:0.01615770319686692 t0:58872.87820176183 x0:0.00016877571995745628 x1:0.2174945759762808 z:0.14861222844785943 
SN647: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN648: c:0.016442502340786983 mwebv:0.248849710224085 t0:58716.02901835013 x0:0.0008172151849857247 x1:0.028555549541569438 z:0.05579661586637896 
SN649: c:-0.23346120218144137 mwebv:0.08581095176334388 t0:58602.35849938562 x0:0.0015928355342986007 x1:-1.7827700554448744 z:0.05903519064428888 
SN650: c:-0.02835678493833289 mwebv:0.32725963645243034 t0:58764.29689739867 x0:0.0001782940777850869 x1:0.3698881989357754 z:0.14216123998721805 
SN651: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN652: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN653: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN654: c:-0.00018041042292723 mwebv:0.2519908831293705 t0:58845.25157057067 x0:0.000298936440342256 x1:0.09964181958299057 z:0.09619860628532832 
SN655: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN656: c:-0.04171026308203343 mwebv:0.029293237253033934 t0:58590.962306419875 x0:0.00019217970849748914 x1:-0.03545061367654619 z:0.13245294996651402 
SN657: c:-0.5520642729257272 mwebv:0.0403638185613193 t0:58921.61831235714 x0:0.0004098587574394828 x1:-0.701632506968193 z:0.14495590815382872 
SN658: c:0.0011378196276676088 mwebv:0.2681358505940643 t0:58659.058412921906 x0:0.000490529868140371 x1:-0.029586403067641213 z:0.13935305359648192 
SN659: c:0.006983077497831552 mwebv:0.025684854218787388 t0:58699.73718188341 x0:0.000249506823325883 x1:0.03405899516731412 z:0.12163889853044291 
SN660: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN661: c:-0.026190331710943683 mwebv:0.12497854349407814 t0:58645.106538823675 x0:0.007701336948746786 x1:-0.04669055802649163 z:0.03095184124642512 
SN662: c:0.007156897565041514 mwebv:0.11358778325259536 t0:58554.18622351687 x0:0.0016277740350925654 x1:-0.06709950596274568 z:0.11821713663342973 
SN663: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN664: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN665: c:0.007203622080978055 mwebv:0.040201741886022505 t0:58891.15276543535 x0:0.00016397083239310317 x1:0.21633633536678581 z:0.12397351337507623 
SN666: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN667: c:-0.08499176363781995 mwebv:0.035439272080155806 t0:58923.15448468216 x0:0.0002890063870603874 x1:0.5350240153793745 z:0.11380218613048079 
SN668: c:-0.25236293050557024 mwebv:0.014043198212087514 t0:58576.95858156693 x0:0.00019677777156772082 x1:0.11477379281022596 z:0.13942165977466198 
SN669: c:0.03699049782778032 mwebv:0.13272425552156975 t0:58717.86180432037 x0:0.0005502830998885264 x1:0.007890646301831101 z:0.12338930202742292 
SN670: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN671: c:-0.03299760466648005 mwebv:0.05178086917803189 t0:58605.23177361772 x0:0.0008710059776103838 x1:0.16083657009267377 z:0.0717978252129439 
SN672: c:0.04014762742636553 mwebv:0.2767856979836989 t0:58599.40535938794 x0:0.000476369879247642 x1:0.08031621838811646 z:0.12387436782059691 
SN673: c:-0.04070857523986058 mwebv:0.1098657085608331 t0:58655.441346271225 x0:0.00032259782342910495 x1:0.16606856820738927 z:0.12677824912521085 
SN674: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN675: c:0.024607137337789377 mwebv:0.0792763188325391 t0:58615.748423227786 x0:0.00044441045441580035 x1:-0.1326797855072794 z:0.10412015237539482 
SN676: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN677: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN678: c:0.012254038457245733 mwebv:0.011842582624466478 t0:58727.11329481407 x0:0.0003371487709965894 x1:0.051916437592942316 z:0.1357877368493446 
SN679: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN680: c:-0.029237744286999875 mwebv:0.09757966582674488 t0:58632.16797585137 x0:0.000358417944556776 x1:0.17250738109806693 z:0.13663962232725074 
SN681: c:-0.030801722088794906 mwebv:0.05525544422293615 t0:58887.04005020366 x0:0.00033368704430472584 x1:0.23972713769413284 z:0.11337284600923692 
SN682: c:-0.10282316439571197 mwebv:0.09177487438024606 t0:58774.29287873435 x0:0.0006840310255793895 x1:0.21186559464469742 z:0.06216045942636267 
SN683: c:0.08057485539615807 mwebv:0.009866780380626147 t0:58831.52527381846 x0:0.00013445528678647788 x1:-0.4720952406180779 z:0.13964621276425443 
SN684: c:0.021026445382596334 mwebv:0.1180201310905683 t0:58674.26909346287 x0:0.0002402536020760767 x1:0.058075542051357454 z:0.1369207979312825 
SN685: c:0.06679764030442137 mwebv:0.03119006872265845 t0:58729.53332230368 x0:0.00038956775377171535 x1:-0.32761289009079736 z:0.1046273238056025 
SN686: c:-0.08768281519491097 mwebv:0.017410562698989485 t0:58773.27616621302 x0:0.0001728975434388028 x1:-0.007090243657617212 z:0.1401527116500586 
SN687: c:-0.01797863928147193 mwebv:0.07614321817339259 t0:58913.23413320007 x0:0.0003371312844267528 x1:0.17804767115983455 z:0.13769905676770086 
SN688: c:-0.5276714307864733 mwebv:0.16045193399578628 t0:58787.078821799645 x0:0.0022624562712634127 x1:0.3083937835542158 z:0.12094615989953994 
SN689: c:-0.025019564015298205 mwebv:0.03125458803937516 t0:58804.97452084254 x0:0.0013618400238103246 x1:0.33732327711857196 z:0.06008492272716544 
SN690: c:-0.04790614305725079 mwebv:0.09045376469822212 t0:58897.85761503913 x0:0.000441751615008516 x1:0.4888202952857438 z:0.11737329480882763 
SN691: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN692: c:-0.006784612957916239 mwebv:0.4710851305135626 t0:58936.97371391016 x0:0.0005199617740344921 x1:-0.08916606915233302 z:0.09668194610100096 
SN693: c:0.03658715910053957 mwebv:0.12199380143696985 t0:58609.4175108195 x0:0.001249578029041652 x1:0.0896207640270503 z:0.05074049442197777 
SN694: c:-0.4156457380524002 mwebv:0.07185476657211418 t0:58813.28728347639 x0:0.00031376202876068175 x1:2.740139288881465 z:0.13070156494162186 
SN695: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN696: c:-0.1575929511490806 mwebv:0.056414883712020705 t0:58912.431100792455 x0:0.0012101144820540026 x1:-0.4115328819650392 z:0.05795122237254151 
SN697: c:0.06724650360423236 mwebv:0.030349471675312163 t0:58699.661968437824 x0:0.0009660709976513544 x1:-0.027731770337305346 z:0.08345196141934497 
SN698: c:-0.038323132015426815 mwebv:0.03900072740731722 t0:58572.21521398337 x0:0.0004725440085854025 x1:0.09408419733950485 z:0.1014549480124225 
SN699: c:-0.10756516763174681 mwebv:0.013914425344677604 t0:58852.212204992415 x0:0.0004886174036172194 x1:-0.012874294566681042 z:0.09796318694313255 
SN700: c:-0.004760256402758586 mwebv:0.12307919418012173 t0:58897.86762920902 x0:0.000324926411291151 x1:0.003543204692688272 z:0.13149953563513078 
SN701: c:-0.05030776595850011 mwebv:0.03447941768440856 t0:58867.51216880207 x0:0.000595637771145516 x1:-0.08868755921242304 z:0.09591842165680736 
SN702: c:0.109661981729527 mwebv:0.06332891609562705 t0:58653.406905182586 x0:0.0019349118755946605 x1:0.21981220211845143 z:0.031114527504707588 
SN703: c:0.031182969911661088 mwebv:0.08454536652954837 t0:58632.242277449164 x0:0.0007547975820388887 x1:-0.06122484175363355 z:0.08522802904864861 
SN704: c:-0.1837679207890445 mwebv:0.030116130482343184 t0:58693.63734742088 x0:0.00047782528770070796 x1:0.2587689454009291 z:0.11524101371985072 
SN705: c:0.016178510251878803 mwebv:0.0807432710245658 t0:58883.46364802239 x0:0.00022098591286227672 x1:-0.029137720272434376 z:0.12737860569706191 
SN706: c:-0.012699972837927556 mwebv:0.02702088720332713 t0:58696.78973345315 x0:0.0003631366703275219 x1:-0.28383416178396215 z:0.12603398501009586 
SN707: c:-0.8652195258899216 mwebv:0.08212086852207054 t0:58737.55754594841 x0:0.00047397522343816013 x1:-0.04962939310282382 z:0.10159664708553996 
SN708: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN709: c:-0.03239513200949022 mwebv:0.13246956175962157 t0:58713.62276205148 x0:0.00035259476335192146 x1:0.5211556336983018 z:0.11365479888265712 
SN710: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN711: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN712: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN713: c:-0.013500997665091 mwebv:0.11523748406168718 t0:58823.63595015304 x0:0.00024436037546202703 x1:0.1529097055301509 z:0.11019868766808866 
SN714: c:0.048714689981564425 mwebv:0.05348241810049017 t0:58679.38050969395 x0:0.0004069195888689055 x1:-0.13698074152512973 z:0.1018289523163825 
SN715: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN716: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN717: c:-0.030385188963364822 mwebv:0.16527443844041043 t0:58776.12506337212 x0:0.0009211780690443444 x1:0.03734704947483484 z:0.06480638818167303 
SN718: c:0.00824433831712717 mwebv:0.026468456489174036 t0:58893.02810909383 x0:0.00032411058535726755 x1:0.156955323348277 z:0.10875594060378543 
SN719: c:0.01333318587457108 mwebv:0.015854215548943867 t0:58740.067820756005 x0:0.00026693077445644995 x1:0.003987562289286924 z:0.13075706163812414 
SN720: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN721: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN722: c:-0.0012625275845003696 mwebv:0.07764961305149319 t0:58782.2142357072 x0:0.00047923271241106835 x1:0.13837939886353803 z:0.10652165087229126 
SN723: c:-0.01108132253748554 mwebv:0.17504525579486874 t0:58556.253012012014 x0:0.0011999133818777386 x1:-0.051041990668561514 z:0.13776144444918687 
SN724: c:-0.047712990773869354 mwebv:0.03256601666628738 t0:58664.07938765408 x0:0.00042600613720919413 x1:0.22844202532762556 z:0.14846012709390977 
SN725: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN726: c:-0.04012010537525803 mwebv:0.06169858236710217 t0:58693.54448327482 x0:0.00027942324968982795 x1:-0.08118409907558345 z:0.12589310921756908 
SN727: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN728: c:-0.44900954827823963 mwebv:0.01473009670039465 t0:58782.74302672023 x0:4.67421004401953 x1:-0.4914478090635701 z:0.11169868333198596 
SN729: c:-0.03796720574862773 mwebv:0.16562927654918283 t0:58925.805772320666 x0:0.001325463360648187 x1:0.32413668648175287 z:0.05010984167639096 
SN730: c:-0.006879453660629789 mwebv:0.10670426337968654 t0:58736.44235024668 x0:0.0001722035967997485 x1:0.4392726565299503 z:0.1437576628416698 
SN731: c:-0.20743697898396923 mwebv:0.049250264720452935 t0:58875.663164682235 x0:0.0009354244185522028 x1:0.11554125124095936 z:0.08716081686585112 
SN732: c:-0.025243510694601998 mwebv:0.1594476278041976 t0:58800.53295831857 x0:0.0003572579331051201 x1:0.08011325466738535 z:0.11552173036674254 
SN733: c:-0.027570508175899375 mwebv:0.09184084789525811 t0:58871.93787554145 x0:0.0005636489781957257 x1:-0.018410803184807215 z:0.1198008328840075 
SN734: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN735: c:-0.0314876969092546 mwebv:0.010842780260722986 t0:58601.750035326324 x0:0.02221874057540422 x1:0.6803907895405065 z:0.012144602743267775 
SN736: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN737: c:-0.015254163889679609 mwebv:0.41748409057108893 t0:58724.47401894945 x0:0.0006692489549059034 x1:-0.06307185251228371 z:0.08296681163464262 
SN738: c:0.002392155536760194 mwebv:0.04282202152404261 t0:58720.390793185594 x0:0.0005010709486341356 x1:0.34055255989889727 z:0.10356272066522797 
SN739: c:-0.07956114749676932 mwebv:0.03998568441372291 t0:58903.94498607296 x0:0.0006378205457979653 x1:0.4903266963318821 z:0.08678440212893117 
SN740: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN741: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN742: c:-0.06671968056098974 mwebv:0.0715594599031765 t0:58838.08278081696 x0:0.0003380339421576933 x1:0.11928025566069222 z:0.1256196580706338 
SN743: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN744: c:-0.014238264971787274 mwebv:0.0850675009220068 t0:58839.97826027552 x0:0.0015028640270825767 x1:0.16714898976675335 z:0.06778551524227386 
SN745: c:0.04644627503901276 mwebv:0.05867497220988508 t0:58644.985867827454 x0:0.0002757779595899338 x1:-0.5449693022229796 z:0.12790437936625323 
SN746: c:0.001151740815808718 mwebv:0.026106544400019693 t0:58664.03110935251 x0:8.775419372356762e-05 x1:-0.07324925411170952 z:0.13206630119791918 
SN747: c:-0.06735518810942036 mwebv:0.22067864543242627 t0:58837.704639632866 x0:0.0006025683763181544 x1:0.4048387016611261 z:0.08735855435279657 
SN748: c:-0.028966420331644958 mwebv:0.025414818088514448 t0:58633.66092585293 x0:0.0034681074065947776 x1:-0.07046964127829815 z:0.038671219772999574 
SN749: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN750: c:-0.02066407414866585 mwebv:0.34297691351003123 t0:58911.45345782173 x0:0.0004968075875402284 x1:0.19455675340403006 z:0.12254991127841983 
SN751: c:-0.04465972453604812 mwebv:0.1390966586669049 t0:58758.68795057373 x0:0.005708570580561728 x1:-0.8038016968292881 z:0.03167772061755327 
SN752: c:0.007326238496608714 mwebv:0.04176427149348193 t0:58657.53119417186 x0:0.00043903958789734664 x1:0.13942672758532043 z:0.07798681647616047 
SN753: c:-0.008320297712592531 mwebv:1.0189273650968258 t0:58722.4748974947 x0:0.013110917804367355 x1:-0.13841615255813658 z:0.07025856110765866 
SN754: c:-0.1376119935021619 mwebv:0.1585770529426848 t0:58633.59371853073 x0:0.00019759053833749195 x1:-0.5328856273965743 z:0.12634331590242276 
SN755: c:0.009478699406671232 mwebv:0.23120196580296276 t0:58821.84531616543 x0:0.0002788640687024945 x1:-0.0642730065137859 z:0.14853381798335427 
SN756: c:-0.03424833773770981 mwebv:0.062416271968363454 t0:58585.95760266949 x0:0.00044580305331695235 x1:0.21286548335589195 z:0.1345776450966782 
SN757: c:-0.017953760428912054 mwebv:0.10078857963485197 t0:58777.14532244501 x0:0.00025266708147332324 x1:0.005195776812665809 z:0.14442077809637588 
SN758: c:-0.003337595280854621 mwebv:0.7870723524130252 t0:58774.35794020739 x0:0.0005934310894472129 x1:0.13218063448047726 z:0.12720315079111918 
SN759: c:-0.0773731915467808 mwebv:0.1545801719792088 t0:58807.94758998739 x0:0.0004877993776937952 x1:0.6148387717168003 z:0.09872024921532796 
SN760: c:-0.014406548934051515 mwebv:0.04422863152223819 t0:58855.08047661124 x0:0.00019083990841604277 x1:0.09895421323454147 z:0.14120548038758396 
SN761: c:0.03706793990408051 mwebv:0.024954487289378862 t0:58697.78461084365 x0:0.00026316848170802 x1:-0.06107954693699536 z:0.11787941468932689 
SN762: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN763: c:0.0635198039965212 mwebv:0.018608241526807213 t0:58723.14122044623 x0:0.00148147124047056 x1:-0.42288938064487164 z:0.06824522806553196 
SN764: c:-0.017525420496471947 mwebv:0.04509229941372788 t0:58546.45842700664 x0:0.00030694055481977173 x1:-0.001346860128835724 z:0.1388221730957775 
SN765: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN766: c:-0.05761363149926428 mwebv:0.06352437477676384 t0:58878.725508886644 x0:0.0021639935338798807 x1:0.507796586858164 z:0.04413768324831165 
SN767: c:0.002541814087118682 mwebv:0.2628145884648371 t0:58728.91607565267 x0:0.000355466821053534 x1:-0.0783902076247519 z:0.10123460592572872 
SN768: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN769: c:-0.038035829920757325 mwebv:0.17758604529581568 t0:58729.35907472797 x0:0.0002041382764884645 x1:0.033788614116551076 z:0.13962150100794368 
SN770: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN771: c:-0.02173071173447226 mwebv:0.13557700065766615 t0:58588.67211231791 x0:0.0002824008271651163 x1:0.1783702688219384 z:0.13901484129458302 
SN772: c:0.01360403605501898 mwebv:0.08732313565207944 t0:58622.59660080766 x0:0.00041396710710033295 x1:-0.03462329777055767 z:0.13147461186332438 
SN773: c:0.008239588439308177 mwebv:0.038644089157090805 t0:58768.28460178847 x0:0.00026555671304689097 x1:-0.011986888870361685 z:0.14507749651618995 
SN774: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN775: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN776: c:0.009717228617586185 mwebv:0.01921415217974332 t0:58617.39981271164 x0:0.0004362789766127019 x1:-0.47295147472675664 z:0.08634852240455165 
SN777: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN778: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN779: c:-0.000245470693546922 mwebv:0.03495113607830702 t0:58900.166785006164 x0:0.0003496744491937829 x1:-0.0034685483976448807 z:0.1388748925896902 
SN780: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN781: c:-0.04434646577159805 mwebv:0.05846289115492824 t0:58748.69032728113 x0:0.00028600554982132766 x1:0.321983571948452 z:0.13247774641129673 
SN782: c:-0.002091151992580332 mwebv:0.021432662173205275 t0:58644.904957741186 x0:0.0006085146099930181 x1:0.09660881275980909 z:0.1018761468166179 
SN783: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN784: c:-0.025413736195449822 mwebv:0.03348269608486154 t0:58599.61839860816 x0:0.0008592610632924794 x1:0.25195871828375427 z:0.06735316897520681 
SN785: c:0.04420643050791051 mwebv:0.22656737535048085 t0:58783.21899934033 x0:0.0004153335159629866 x1:-0.27627534865395503 z:0.11082172312034214 
SN786: c:0.014004511578432141 mwebv:0.13342649137155438 t0:58641.92829893371 x0:0.0020601311668343343 x1:-1.2274558622788199 z:0.05067541307585527 
SN787: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN788: c:0.013878764293303585 mwebv:0.03703171015812519 t0:58634.81454533374 x0:0.00029567026182804497 x1:0.19847757553513745 z:0.10636053315522784 
SN789: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN790: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN791: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN792: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN793: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN794: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN795: c:0.0010245921026065994 mwebv:0.22424221663123323 t0:58691.46694246738 x0:0.0003691669978296096 x1:-0.755703385040204 z:0.12433369659382262 
SN796: c:-0.008587990463576563 mwebv:0.07412087667658349 t0:58859.24902826525 x0:0.0001788246210280446 x1:-0.0034073877537463674 z:0.1241390731586456 
SN797: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN798: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN799: c:-0.31193225728516855 mwebv:0.034765020773857 t0:58603.137609694146 x0:0.0005385454336292821 x1:-0.004113085008566512 z:0.11250509311536723 
SN800: c:0.044809733225049365 mwebv:0.07886559548632388 t0:58736.67197483009 x0:0.00021955239994995326 x1:-0.006491339259320305 z:0.13628711517348613 
SN801: c:0.01618091477457001 mwebv:0.01719763733937609 t0:58639.35922661599 x0:0.00012170204131139877 x1:0.05936944839295282 z:0.14930386513287475 
SN802: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN803: c:0.0013024102878575461 mwebv:0.0466107695779455 t0:58591.088859531366 x0:0.0002762419352766432 x1:0.04425466733821525 z:0.10393987189738997 
SN804: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN805: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN806: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN807: c:-0.07428229563850919 mwebv:0.09320067006929553 t0:58791.9101411466 x0:0.0009797537167674558 x1:0.8528295861266799 z:0.06887034705182607 
SN808: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN809: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN810: c:-0.014797194578882355 mwebv:0.03550723629847009 t0:58756.94109401618 x0:0.0008886151895355406 x1:0.07373320371468578 z:0.14012667486840144 
SN811: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN812: c:-0.13419246085108416 mwebv:0.12059287867104898 t0:58697.721282521605 x0:0.0004090071989992568 x1:0.9350089338278306 z:0.13314083454387995 
SN813: c:-0.018554223458798907 mwebv:0.11506295647226662 t0:58771.96406923802 x0:0.00017184525419366563 x1:0.1632989568921484 z:0.14488110981644953 
SN814: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN815: c:0.07123449396341335 mwebv:0.0990760635554984 t0:58583.394959699464 x0:0.005143158662702808 x1:-0.22442182994892515 z:0.02472969203293123 
SN816: c:0.0006444264475521453 mwebv:0.04923364224137884 t0:58802.21790663009 x0:0.0001796517384093655 x1:0.24481195608286394 z:0.14200245241811987 
SN817: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN818: c:-0.013326798622920518 mwebv:0.11837441297259191 t0:58767.65005590313 x0:0.00036582144334715056 x1:0.06652958061171271 z:0.13549960423130353 
SN819: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN820: c:0.07451069925635143 mwebv:0.09821687062015755 t0:58624.197553959944 x0:0.0003331375132312257 x1:-0.11489652611926084 z:0.08878812574829713 
SN821: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN822: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN823: c:-0.03259648947296637 mwebv:1.26544998151477 t0:58600.68582431433 x0:0.008223654314668257 x1:0.5899313536390344 z:0.02652054065483323 
SN824: c:0.03329997552585345 mwebv:0.14793053716956436 t0:58579.769701230405 x0:0.00032170549324387444 x1:-0.30266015084571185 z:0.13488707149614523 
SN825: c:0.008227901950110172 mwebv:0.10092650211382571 t0:58589.459429562856 x0:0.0009075565821992724 x1:-1.4230487135635335 z:0.06396228371976939 
SN826: c:-0.001275405414812841 mwebv:0.08765001326701481 t0:58662.66240052686 x0:0.0002698160104063223 x1:0.07061082009046188 z:0.12767034638506247 
SN827: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN828: c:0.07684469865419113 mwebv:0.013508729986824508 t0:58867.87976511669 x0:0.0003349955335604845 x1:-0.626452350729911 z:0.12809157421396497 
SN829: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN830: c:-0.04186231414030276 mwebv:0.021359051435562167 t0:58653.17790211464 x0:0.0005234253712748207 x1:0.06297271056312619 z:0.10839851152647852 
SN831: c:0.059104818490528836 mwebv:0.11967009282194804 t0:58609.613507977854 x0:0.0002776900233658807 x1:-0.04446029686984137 z:0.09062937689843586 
SN832: c:0.01932189776158792 mwebv:0.07131583180536404 t0:58863.40010430181 x0:0.0008295525541864231 x1:0.06955065690245732 z:0.07129331155922668 
SN833: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN834: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN835: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN836: c:0.016193708611753184 mwebv:0.16648015758383483 t0:58631.59300127687 x0:0.0011117966426592255 x1:0.09837856585218113 z:0.06331735782440209 
SN837: c:0.06687203400241944 mwebv:0.14576257620245656 t0:58745.36330015303 x0:0.0004923745287219717 x1:-0.19400043427498864 z:0.09599442843316401 
SN838: c:0.03540468757099092 mwebv:0.03395313099886833 t0:58863.500476517554 x0:0.0004091559450738016 x1:-0.02484767247892545 z:0.07852092202128103 
SN839: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN840: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN841: c:-0.10578457885440505 mwebv:0.026713691826667822 t0:58620.58571958917 x0:0.0008006348474674658 x1:0.016137255734488952 z:0.07958318652412495 
SN842: c:-0.014317185639585723 mwebv:0.043130013738227904 t0:58760.91052200546 x0:0.0002968726726849497 x1:0.2820556948956927 z:0.12607368116375756 
SN843: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN844: c:-0.013110878262791439 mwebv:0.09272078560989076 t0:58799.00037741854 x0:0.00027631513952969407 x1:0.0244149703380284 z:0.14866537231324145 
SN845: c:-0.06294419136378342 mwebv:0.684521782229109 t0:58805.046828918064 x0:0.0007246945342515815 x1:0.1749811388300678 z:0.13876167208492315 
SN846: c:-0.006278256821586135 mwebv:0.051793679380154535 t0:58867.170452570295 x0:0.00024842859878331587 x1:-0.13434509223599872 z:0.12827566868267853 
SN847: c:0 mwebv:0 t0:0 x0:0 x1:0 z:0 
SN848: c:-0.03584007801865909 mwebv:0.06912823145045052 t0:58670.54028911192 x0:0.00024017871510835888 x1:0.24778839565771033 z:0.137409056055343 
